the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,pisch,fisch,pake,pike,item_num,correct_response,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate
fisch,0,1,0.0998,0,13,13,9,1,conditions/german/pisch_2_3.wav,conditions/german/fisch_2_3.wav,conditions/german/pake_2_3.wav,conditions/german/pike_2_3.wav,10,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
pisch,0,0,0.0917,0,14,14,0,1,conditions/german/pisch_1_1.wav,conditions/german/fisch_1_1.wav,conditions/german/pake_1_1.wav,conditions/german/pike_1_1.wav,1,1,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
pake,0,1,0.0952,0,15,15,29,1,conditions/german/pisch_5_2.wav,conditions/german/fisch_5_2.wav,conditions/german/pake_5_2.wav,conditions/german/pike_5_2.wav,30,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
pisch,0,0,0.0335,0,16,16,40,1,conditions/german/pisch_6_6.wav,conditions/german/fisch_6_6.wav,conditions/german/pake_6_6.wav,conditions/german/pike_6_6.wav,41,1,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
fisch,0,1,0.0093,0,17,17,3,1,conditions/german/pisch_1_4.wav,conditions/german/fisch_1_4.wav,conditions/german/pake_1_4.wav,conditions/german/pike_1_4.wav,4,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
pike,0,0,0.0665,0,18,18,24,1,conditions/german/pisch_4_4.wav,conditions/german/fisch_4_4.wav,conditions/german/pake_4_4.wav,conditions/german/pike_4_4.wav,25,1,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
fisch,0,1,0.0006,0,19,19,20,1,conditions/german/pisch_3_7.wav,conditions/german/fisch_3_7.wav,conditions/german/pake_3_7.wav,conditions/german/pike_3_7.wav,21,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
fisch,0,1,0.0406,0,20,20,46,1,conditions/german/pisch_7_5.wav,conditions/german/fisch_7_5.wav,conditions/german/pake_7_5.wav,conditions/german/pike_7_5.wav,47,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
fisch,0,1,0.5257,0,21,21,10,1,conditions/german/pisch_2_4.wav,conditions/german/fisch_2_4.wav,conditions/german/pake_2_4.wav,conditions/german/pike_2_4.wav,11,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
pisch,0,1,0.0671,0,22,22,7,1,conditions/german/pisch_2_1.wav,conditions/german/fisch_2_1.wav,conditions/german/pake_2_1.wav,conditions/german/pike_2_1.wav,8,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
fisch,0,1,0.0338,0,23,23,28,1,conditions/german/pisch_5_1.wav,conditions/german/fisch_5_1.wav,conditions/german/pake_5_1.wav,conditions/german/pike_5_1.wav,29,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
pike,0,1,0.0006,0,24,24,6,1,conditions/german/pisch_1_7.wav,conditions/german/fisch_1_7.wav,conditions/german/pake_1_7.wav,conditions/german/pike_1_7.wav,7,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
fisch,0,1,0.0004,0,25,25,47,1,conditions/german/pisch_7_6.wav,conditions/german/fisch_7_6.wav,conditions/german/pake_7_6.wav,conditions/german/pike_7_6.wav,48,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
pike,0,1,0.466,0,26,26,5,1,conditions/german/pisch_1_6.wav,conditions/german/fisch_1_6.wav,conditions/german/pake_1_6.wav,conditions/german/pike_1_6.wav,6,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
fisch,0,1,0.3678,0,27,27,36,1,conditions/german/pisch_6_2.wav,conditions/german/fisch_6_2.wav,conditions/german/pake_6_2.wav,conditions/german/pike_6_2.wav,37,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
pike,0,1,4.1338,0,28,28,35,1,conditions/german/pisch_6_1.wav,conditions/german/fisch_6_1.wav,conditions/german/pake_6_1.wav,conditions/german/pike_6_1.wav,36,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
pake,0,1,0.3891,0,29,29,1,1,conditions/german/pisch_1_2.wav,conditions/german/fisch_1_2.wav,conditions/german/pake_1_2.wav,conditions/german/pike_1_2.wav,2,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
pisch,0,1,0.1046,0,30,30,31,1,conditions/german/pisch_5_4.wav,conditions/german/fisch_5_4.wav,conditions/german/pake_5_4.wav,conditions/german/pike_5_4.wav,32,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
pisch,0,1,7.3394,0,31,31,39,1,conditions/german/pisch_6_5.wav,conditions/german/fisch_6_5.wav,conditions/german/pake_6_5.wav,conditions/german/pike_6_5.wav,40,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
pake,0,1,2.3172,0,32,32,25,1,conditions/german/pisch_4_5.wav,conditions/german/fisch_4_5.wav,conditions/german/pake_4_5.wav,conditions/german/pike_4_5.wav,26,0,5e27868c5cbbcc0b3599574b,Cuban,2022-03-23_17h37.38.223,german,2021.2.3,MacIntel,60.0024001
