"","f1e","f2e","language","participant","text","group","consonant","phoneme"
"15350","717.1","1289.96","spanish","500301","puf","L1 English bilingual","p","u"
"15351","501.12","1097.35","spanish","500301","pof","L1 English bilingual","p","o"
"15352","520.17","2030.39","spanish","500301","pif","L1 English bilingual","p","i"
"15353","515.01","1229.06","spanish","500301","fuf","L1 English bilingual","f","u"
"15354","353.26","2583.18","spanish","500301","fif","L1 English bilingual","f","i"
"15355","366.62","2575.98","english","500301","feef","L1 English bilingual","f","i"
"15356","340.32","2194.59","english","500301","peef","L1 English bilingual","p","i"
"15357","401.67","1319.42","english","500301","foof","L1 English bilingual","f","u"
"15358","440.47","1330.43","english","500301","poof","L1 English bilingual","p","u"
"15359","801.68","1389.66","english","500301","puff","L1 English bilingual","p","schwa"
"15360","739.53","1099.12","english","500301","poff","L1 English bilingual","p","o"
"15361","794.15","1329.24","english","500301","puff","L1 English bilingual","p","schwa"
"15362","774.71","1385.55","english","500301","fuff","L1 English bilingual","f","schwa"
"15363","768.35","1129.64","english","500301","foff","L1 English bilingual","f","o"
"15364","738.03","1321.76","english","500301","fuff","L1 English bilingual","f","schwa"
"15365","319.06","2543.13","english","500301","peef","L1 English bilingual","p","i"
"15366","357.06","2601.92","english","500301","feef","L1 English bilingual","f","i"
"15367","788.56","1370.46","english","500301","fuff","L1 English bilingual","f","schwa"
"15368","330.44","2523.86","english","500301","feef","L1 English bilingual","f","i"
"15369","394.49","1536.91","english","500301","foof","L1 English bilingual","f","u"
"15370","756","1152.66","english","500301","poff","L1 English bilingual","p","o"
"15371","653.91","1261.01","english","500301","poof","L1 English bilingual","p","u"
"15372","327.19","2788.13","english","500301","peef","L1 English bilingual","p","i"
"15373","774.73","1159.66","english","500301","poff","L1 English bilingual","p","o"
"15374","789.16","1170.72","english","500301","foff","L1 English bilingual","f","o"
"15375","836.28","1318.22","english","500301","puff","L1 English bilingual","p","schwa"
"15376","572.8","1260.72","english","500301","poof","L1 English bilingual","p","u"
"15377","391.3","1191.52","english","500301","foof","L1 English bilingual","f","u"
"15378","740.98","1157.94","english","500301","foff","L1 English bilingual","f","o"
"15379","683.24","2021.7","German","500310","fof","L1 English bilingual","f","o"
"15380","484.91","2262.48","German","500310","fif","L1 English bilingual","f","i"
"15381","550.52","2167.53","German","500310","pif","L1 English bilingual","p","i"
"15382","280.69","2112.19","German","500310","pif","L1 English bilingual","p","i"
"15383","819","1282.6","German","500310","faf","L1 English bilingual","f","schwa"
"15384","263.6","2296.7","German","500310","fif","L1 English bilingual","f","i"
"15385","562.29","2105.45","German","500310","puf","L1 English bilingual","p","u"
"15386","1530.38","2351.46","German","500310","fuf","L1 English bilingual","f","u"
"15387","1144.14","2027.71","German","500310","fuf","L1 English bilingual","f","u"
"15388","743.96","2184.48","German","500310","fof","L1 English bilingual","f","o"
"15389","338.48","2114.92","German","500310","fif","L1 English bilingual","f","i"
"15390","1283.77","2413.19","German","500310","puf","L1 English bilingual","p","u"
"15391","581.23","789.53","German","500310","fof","L1 English bilingual","f","o"
"15392","1817.95","2398.91","German","500310","puf","L1 English bilingual","p","u"
"15393","1007.44","1431.87","German","500310","paf","L1 English bilingual","p","schwa"
"15394","1001.24","1428.31","German","500310","paf","L1 English bilingual","p","schwa"
"15395","863.34","1448","German","500310","paf","L1 English bilingual","p","schwa"
"15396","799.05","1493.48","German","500310","faf","L1 English bilingual","f","schwa"
"15397","668.28","1611.23","German","500310","pof","L1 English bilingual","p","o"
"15398","1476.33","2516.35","German","500310","fuf","L1 English bilingual","f","u"
"15399","692.88","2436.53","German","500310","pof","L1 English bilingual","p","o"
"15400","561.75","2301.39","German","500310","pif","L1 English bilingual","p","i"
"15401","874.51","1287.6","German","500310","faf","L1 English bilingual","f","schwa"
"15402","637.12","1818.32","German","500310","pof","L1 English bilingual","p","o"
"15403","1551.96","2305.82","french","500310","puf","L1 English bilingual","p","u"
"15404","799.36","1205.76","french","500310","fof","L1 English bilingual","f","o"
"15405","726.23","1092.71","french","500310","fof","L1 English bilingual","f","o"
"15406","280.57","1948.63","french","500310","fuf","L1 English bilingual","f","u"
"15407","755.4","1442.36","french","500310","paf","L1 English bilingual","p","schwa"
"15408","518.06","2122.33","french","500310","puf","L1 English bilingual","p","u"
"15409","577.46","2027.93","french","500310","pif","L1 English bilingual","p","i"
"15410","654.31","1473.78","french","500310","faf","L1 English bilingual","f","schwa"
"15411","591.82","1276.68","french","500310","pof","L1 English bilingual","p","o"
"15412","718.53","1776.43","french","500310","pof","L1 English bilingual","p","o"
"15413","615.18","1463.18","french","500310","paf","L1 English bilingual","p","schwa"
"15414","455.73","1125.81","french","500310","pof","L1 English bilingual","p","o"
"15415","592.72","2157.68","french","500310","fif","L1 English bilingual","f","i"
"15416","603.55","2007.46","french","500310","puf","L1 English bilingual","p","u"
"15417","309.8","2201.06","french","500310","fif","L1 English bilingual","f","i"
"15418","655.8","1540.68","french","500310","paf","L1 English bilingual","p","schwa"
"15419","816.46","2329.22","french","500310","fif","L1 English bilingual","f","i"
"15420","1117.26","2325.5","french","500310","fuf","L1 English bilingual","f","u"
"15421","1263.13","2227.12","french","500310","fuf","L1 English bilingual","f","u"
"15422","578.15","2490.86","french","500310","pif","L1 English bilingual","p","i"
"15423","842.55","1585.77","french","500310","faf","L1 English bilingual","f","schwa"
"15424","522.71","2196.24","french","500310","pif","L1 English bilingual","p","i"
"15425","603.93","1488.01","french","500310","faf","L1 English bilingual","f","schwa"
"15426","716.19","1423.95","french","500310","fof","L1 English bilingual","f","o"
"15427","237.49","2111.33","english","500310","feef","L1 English bilingual","f","i"
"15428","856.11","1258.24","english","500310","poff","L1 English bilingual","p","o"
"15429","919.85","1832.69","english","500310","foof","L1 English bilingual","f","u"
"15430","305.04","2207.71","english","500310","feef","L1 English bilingual","f","i"
"15431","736.72","1039.34","english","500310","fuff","L1 English bilingual","f","schwa"
"15432","497.95","1527.64","english","500310","foof","L1 English bilingual","f","u"
"15433","897.27","1280.44","english","500310","puff","L1 English bilingual","p","schwa"
"15434","828.9","1180.79","english","500310","poff","L1 English bilingual","p","o"
"15435","932.67","1143.84","english","500310","puff","L1 English bilingual","p","schwa"
"15436","943.59","1169.07","english","500310","foff","L1 English bilingual","f","o"
"15437","782.97","993.29","english","500310","puff","L1 English bilingual","p","schwa"
"15438","833.21","1555.57","english","500310","fuff","L1 English bilingual","f","schwa"
"15439","878.57","1528.02","english","500310","foff","L1 English bilingual","f","o"
"15440","791.48","1037.48","english","500310","fuff","L1 English bilingual","f","schwa"
"15441","607.39","2337.48","english","500310","peef","L1 English bilingual","p","i"
"15442","295.04","2170.11","english","500310","feef","L1 English bilingual","f","i"
"15443","705.53","2178.83","english","500310","foof","L1 English bilingual","f","u"
"15444","798.58","2205.66","english","500310","peef","L1 English bilingual","p","i"
"15445","577.15","1554.51","english","500310","poof","L1 English bilingual","p","u"
"15446","851.83","1116.32","english","500310","poff","L1 English bilingual","p","o"
"15447","656.43","1768.43","english","500310","poof","L1 English bilingual","p","u"
"15448","584.56","2434.48","english","500310","peef","L1 English bilingual","p","i"
"15449","797.46","985.63","english","500310","foff","L1 English bilingual","f","o"
"15450","425.07","1430.75","english","500310","poof","L1 English bilingual","p","u"
"15451","910.23","2255.74","spanish","500310","fif","L1 English bilingual","f","i"
"15452","611.58","978.99","spanish","500310","pof","L1 English bilingual","p","o"
"15453","626.55","991.76","spanish","500310","fof","L1 English bilingual","f","o"
"15454","843.32","2389.94","spanish","500310","pif","L1 English bilingual","p","i"
"15455","676.23","1620.44","spanish","500310","fof","L1 English bilingual","f","o"
"15456","328.74","2345.78","spanish","500310","pif","L1 English bilingual","p","i"
"15457","625.24","1655.01","spanish","500310","puf","L1 English bilingual","p","u"
"15458","423.49","1908.19","spanish","500310","paf","L1 English bilingual","p","a"
"15459","385.53","944.02","spanish","500310","puf","L1 English bilingual","p","u"
"15460","299.48","2190.29","spanish","500310","fif","L1 English bilingual","f","i"
"15461","501.1","1774.34","spanish","500310","faf","L1 English bilingual","f","a"
"15462","549.03","1471.78","spanish","500310","fuf","L1 English bilingual","f","u"
"15463","494.48","1827.81","spanish","500310","paf","L1 English bilingual","p","a"
"15464","479.09","1545.85","spanish","500310","fuf","L1 English bilingual","f","u"
"15465","305.08","2304.62","spanish","500310","fif","L1 English bilingual","f","i"
"15466","471.74","1817.82","spanish","500310","faf","L1 English bilingual","f","a"
"15467","400.87","1870.69","spanish","500310","paf","L1 English bilingual","p","a"
"15468","370.62","1976.29","spanish","500310","puf","L1 English bilingual","p","u"
"15469","919.47","1255.35","spanish","500310","pof","L1 English bilingual","p","o"
"15470","435.06","882.26","spanish","500310","fof","L1 English bilingual","f","o"
"15471","580.38","2302.53","spanish","500310","pif","L1 English bilingual","p","i"
"15472","461","1768.17","spanish","500310","faf","L1 English bilingual","f","a"
"15473","588.05","852.55","spanish","500310","pof","L1 English bilingual","p","o"
"15474","708.3","1379.83","spanish","500310","fuf","L1 English bilingual","f","u"
"15475","585.29","2255.19","french","500315","fif","L1 English bilingual","f","i"
"15476","390.75","1232.88","french","500315","pof","L1 English bilingual","p","o"
"15477","514.54","1347.15","french","500315","fof","L1 English bilingual","f","o"
"15478","485.3","1748.46","french","500315","paf","L1 English bilingual","p","schwa"
"15479","365.62","2028.41","french","500315","puf","L1 English bilingual","p","u"
"15480","369.37","1826.31","french","500315","fuf","L1 English bilingual","f","u"
"15481","505.65","1810.19","french","500315","puf","L1 English bilingual","p","u"
"15482","706.84","1902.25","french","500315","fif","L1 English bilingual","f","i"
"15483","612.03","1603.84","french","500315","faf","L1 English bilingual","f","schwa"
"15484","937.95","2206.76","french","500315","pif","L1 English bilingual","p","i"
"15485","514.16","1442.43","french","500315","faf","L1 English bilingual","f","schwa"
"15486","639.01","1886.93","french","500315","paf","L1 English bilingual","p","schwa"
"15487","646.42","1515.39","french","500315","fof","L1 English bilingual","f","o"
"15488","616","2201.63","french","500315","pif","L1 English bilingual","p","i"
"15489","700.42","1669.73","french","500315","faf","L1 English bilingual","f","schwa"
"15490","363.96","1514.56","french","500315","puf","L1 English bilingual","p","u"
"15491","453.2","1606.01","french","500315","fof","L1 English bilingual","f","o"
"15492","586.15","1778.86","french","500315","paf","L1 English bilingual","p","schwa"
"15493","890.49","2419.31","french","500315","pif","L1 English bilingual","p","i"
"15494","366.02","1373.4","french","500315","pof","L1 English bilingual","p","o"
"15495","868.15","2213.31","french","500315","fif","L1 English bilingual","f","i"
"15496","607.44","1741.03","french","500315","fuf","L1 English bilingual","f","u"
"15497","430.46","1344.03","french","500315","pof","L1 English bilingual","p","o"
"15498","389.11","1558.18","french","500315","fuf","L1 English bilingual","f","u"
"15499","957.44","1339.53","German","500315","paf","L1 English bilingual","p","schwa"
"15500","315.68","1512.15","German","500315","puf","L1 English bilingual","p","u"
"15501","397.81","1093.85","German","500315","pof","L1 English bilingual","p","o"
"15502","427.34","2198.28","German","500315","pif","L1 English bilingual","p","i"
"15503","323.39","2071.27","German","500315","pif","L1 English bilingual","p","i"
"15504","285.87","2346.23","German","500315","pif","L1 English bilingual","p","i"
"15505","394.02","1125.9","German","500315","fof","L1 English bilingual","f","o"
"15506","370.02","1892.25","German","500315","fuf","L1 English bilingual","f","u"
"15507","427.76","1190.35","German","500315","pof","L1 English bilingual","p","o"
"15508","839.89","1481.36","German","500315","faf","L1 English bilingual","f","schwa"
"15509","372.53","1860","German","500315","fuf","L1 English bilingual","f","u"
"15510","404.02","1057.03","German","500315","pof","L1 English bilingual","p","o"
"15511","564.22","1344.29","German","500315","fof","L1 English bilingual","f","o"
"15512","348.74","1697.42","German","500315","fuf","L1 English bilingual","f","u"
"15513","316.42","2196.14","German","500315","fif","L1 English bilingual","f","i"
"15514","843.05","1467.19","German","500315","faf","L1 English bilingual","f","schwa"
"15515","628.13","2256.28","German","500315","fif","L1 English bilingual","f","i"
"15516","681.67","1838.76","German","500315","puf","L1 English bilingual","p","u"
"15517","348.92","2223.98","German","500315","fif","L1 English bilingual","f","i"
"15518","702.64","1416.11","German","500315","faf","L1 English bilingual","f","schwa"
"15519","379.13","1115.86","German","500315","fof","L1 English bilingual","f","o"
"15520","714.34","1451.76","German","500315","paf","L1 English bilingual","p","schwa"
"15521","806.63","1395.79","German","500315","paf","L1 English bilingual","p","schwa"
"15522","612.62","1554.12","German","500315","puf","L1 English bilingual","p","u"
"15523","497.12","1899.51","spanish","500315","pif","L1 English bilingual","p","i"
"15524","586.75","1398.14","spanish","500315","paf","L1 English bilingual","p","a"
"15525","479.51","1860.23","spanish","500315","fif","L1 English bilingual","f","i"
"15526","683.57","1499.18","spanish","500315","faf","L1 English bilingual","f","a"
"15527","709.15","1329.7","spanish","500315","fof","L1 English bilingual","f","o"
"15528","530.32","2260.26","spanish","500315","pif","L1 English bilingual","p","i"
"15529","722.8","1420.1","spanish","500315","paf","L1 English bilingual","p","a"
"15530","559.2","1291.43","spanish","500315","puf","L1 English bilingual","p","u"
"15531","431.92","1318.28","spanish","500315","fuf","L1 English bilingual","f","u"
"15532","609.09","1230.5","spanish","500315","paf","L1 English bilingual","p","a"
"15533","743.36","1233.66","spanish","500315","pof","L1 English bilingual","p","o"
"15534","297.79","2420.82","spanish","500315","fif","L1 English bilingual","f","i"
"15535","647.14","1422.87","spanish","500315","faf","L1 English bilingual","f","a"
"15536","409.91","1396.46","spanish","500315","fuf","L1 English bilingual","f","u"
"15537","545.65","1078.57","spanish","500315","fof","L1 English bilingual","f","o"
"15538","439.28","1795.58","spanish","500315","fuf","L1 English bilingual","f","u"
"15539","712.57","1531.37","spanish","500315","puf","L1 English bilingual","p","u"
"15540","514.8","1245.79","spanish","500315","fof","L1 English bilingual","f","o"
"15541","831.12","1604.77","spanish","500315","puf","L1 English bilingual","p","u"
"15542","478.6","1254.37","spanish","500315","pof","L1 English bilingual","p","o"
"15543","765.74","1499.96","spanish","500315","faf","L1 English bilingual","f","a"
"15544","529.06","1583.98","spanish","500315","pif","L1 English bilingual","p","i"
"15545","506.74","1725.91","spanish","500315","fif","L1 English bilingual","f","i"
"15546","579.36","1217.66","spanish","500315","pof","L1 English bilingual","p","o"
"15547","911.52","1409.7","english","500315","puff","L1 English bilingual","p","schwa"
"15548","890.58","2035.23","english","500315","peef","L1 English bilingual","p","i"
"15549","374.4","1188.52","english","500315","poof","L1 English bilingual","p","u"
"15550","836.53","1192.28","english","500315","poff","L1 English bilingual","p","o"
"15551","730.89","1349.31","english","500315","fuff","L1 English bilingual","f","schwa"
"15552","845.71","1210.66","english","500315","foff","L1 English bilingual","f","o"
"15553","715.57","2095.53","english","500315","feef","L1 English bilingual","f","i"
"15554","905.41","1205.31","english","500315","poff","L1 English bilingual","p","o"
"15555","926.88","1263.67","english","500315","foff","L1 English bilingual","f","o"
"15556","739.45","1290.6","english","500315","puff","L1 English bilingual","p","schwa"
"15557","682.21","2058.82","english","500315","feef","L1 English bilingual","f","i"
"15558","875.73","2189.95","english","500315","feef","L1 English bilingual","f","i"
"15559","750.53","1251.16","english","500315","fuff","L1 English bilingual","f","schwa"
"15560","366.51","1320.72","english","500315","foof","L1 English bilingual","f","u"
"15561","465.42","1345.19","english","500315","poof","L1 English bilingual","p","u"
"15562","387.22","1467.27","english","500315","foof","L1 English bilingual","f","u"
"15563","950.57","2199.21","english","500315","peef","L1 English bilingual","p","i"
"15564","449.86","1245.93","english","500315","poof","L1 English bilingual","p","u"
"15565","805.44","1281.43","english","500315","poff","L1 English bilingual","p","o"
"15566","657.15","1270.89","english","500315","puff","L1 English bilingual","p","schwa"
"15567","1091.67","1973.54","english","500315","peef","L1 English bilingual","p","i"
"15568","601.92","1419.15","english","500315","foof","L1 English bilingual","f","u"
"15569","901.61","1209.25","english","500315","foff","L1 English bilingual","f","o"
"15570","869.9","1319.64","english","500315","fuff","L1 English bilingual","f","schwa"
"15571","1145.76","1674.08","french","500320","puf","L1 English bilingual","p","u"
"15572","604.22","1726.19","french","500320","pof","L1 English bilingual","p","o"
"15573","1144.78","2135.48","french","500320","puf","L1 English bilingual","p","u"
"15574","1204.73","2204.55","french","500320","fif","L1 English bilingual","f","i"
"15575","874.26","2457.68","french","500320","puf","L1 English bilingual","p","u"
"15576","678.03","1351.72","french","500320","fof","L1 English bilingual","f","o"
"15577","525.27","1711.25","french","500320","faf","L1 English bilingual","f","schwa"
"15578","496.42","1841.86","french","500320","fuf","L1 English bilingual","f","u"
"15579","1389.98","1493.25","french","500320","pof","L1 English bilingual","p","o"
"15580","749.89","1530.19","french","500320","pif","L1 English bilingual","p","i"
"15581","704.01","1738.92","french","500320","fuf","L1 English bilingual","f","u"
"15582","421.02","2559.98","french","500320","pif","L1 English bilingual","p","i"
"15583","683.63","1975.56","french","500320","paf","L1 English bilingual","p","schwa"
"15584","633.96","1996.94","french","500320","fuf","L1 English bilingual","f","u"
"15585","488.62","1518.81","french","500320","fof","L1 English bilingual","f","o"
"15586","837.29","1625.69","french","500320","faf","L1 English bilingual","f","schwa"
"15587","362.67","1580.9","french","500320","pif","L1 English bilingual","p","i"
"15588","832.4","1595.28","french","500320","fif","L1 English bilingual","f","i"
"15589","727.49","1455.19","french","500320","pof","L1 English bilingual","p","o"
"15590","811.23","2086.59","french","500320","faf","L1 English bilingual","f","schwa"
"15591","1166.34","1908.55","french","500320","fof","L1 English bilingual","f","o"
"15592","689.09","1990.23","french","500320","paf","L1 English bilingual","p","schwa"
"15593","426.97","2699.41","french","500320","fif","L1 English bilingual","f","i"
"15594","1328.41","1938.36","french","500320","paf","L1 English bilingual","p","schwa"
"15595","855.21","2660.06","German","500320","pif","L1 English bilingual","p","i"
"15596","275.56","2480.84","German","500320","fif","L1 English bilingual","f","i"
"15597","267.67","1664.93","German","500320","pif","L1 English bilingual","p","i"
"15598","273.53","2024.2","German","500320","fif","L1 English bilingual","f","i"
"15599","774.84","1518.55","German","500320","puf","L1 English bilingual","p","u"
"15600","268.31","2010.56","German","500320","puf","L1 English bilingual","p","u"
"15601","671.5","1744.31","German","500320","puf","L1 English bilingual","p","u"
"15602","1044.1","1522.91","German","500320","faf","L1 English bilingual","f","schwa"
"15603","1204.75","2217.7","German","500320","fuf","L1 English bilingual","f","u"
"15604","768.98","1832.17","German","500320","paf","L1 English bilingual","p","schwa"
"15605","1305.15","1665.92","German","500320","paf","L1 English bilingual","p","schwa"
"15606","298.42","2371.74","German","500320","fif","L1 English bilingual","f","i"
"15607","716.12","1423.82","German","500320","fof","L1 English bilingual","f","o"
"15608","906.96","1591.43","German","500320","faf","L1 English bilingual","f","schwa"
"15609","719.4","1509.59","German","500320","paf","L1 English bilingual","p","schwa"
"15610","442.78","1129.3","German","500320","pof","L1 English bilingual","p","o"
"15611","715.34","1653.58","German","500320","fuf","L1 English bilingual","f","u"
"15612","550.56","1640.27","German","500320","pof","L1 English bilingual","p","o"
"15613","309.61","1388.19","German","500320","fof","L1 English bilingual","f","o"
"15614","981.66","1878.03","German","500320","fof","L1 English bilingual","f","o"
"15615","587.44","1794.82","German","500320","fuf","L1 English bilingual","f","u"
"15616","379.77","1384.98","German","500320","pof","L1 English bilingual","p","o"
"15617","1431.89","2684.69","German","500320","faf","L1 English bilingual","f","schwa"
"15618","281.77","1756.23","German","500320","pif","L1 English bilingual","p","i"
"15619","472.86","2163.95","spanish","500320","pif","L1 English bilingual","p","i"
"15620","644.81","1811.56","spanish","500320","fif","L1 English bilingual","f","i"
"15621","833.45","1606.74","spanish","500320","paf","L1 English bilingual","p","a"
"15622","1025.97","1611.69","spanish","500320","fof","L1 English bilingual","f","o"
"15623","682.19","1103.99","spanish","500320","pof","L1 English bilingual","p","o"
"15624","633.45","1094.48","spanish","500320","fof","L1 English bilingual","f","o"
"15625","839.71","1549.92","spanish","500320","paf","L1 English bilingual","p","a"
"15626","486.56","1766.07","spanish","500320","pif","L1 English bilingual","p","i"
"15627","559.25","1363.23","spanish","500320","fof","L1 English bilingual","f","o"
"15628","1172.68","1852.49","spanish","500320","puf","L1 English bilingual","p","u"
"15629","475.94","1818.63","spanish","500320","fif","L1 English bilingual","f","i"
"15630","1039.92","1539.51","spanish","500320","fuf","L1 English bilingual","f","u"
"15631","902.62","1749.47","spanish","500320","faf","L1 English bilingual","f","a"
"15632","1042.99","1418.91","spanish","500320","fuf","L1 English bilingual","f","u"
"15633","957.41","1463.2","spanish","500320","faf","L1 English bilingual","f","a"
"15634","504.66","1846.67","spanish","500320","pif","L1 English bilingual","p","i"
"15635","1152.47","1762.07","spanish","500320","puf","L1 English bilingual","p","u"
"15636","1112.94","1713.3","spanish","500320","faf","L1 English bilingual","f","a"
"15637","667.98","1089.66","spanish","500320","pof","L1 English bilingual","p","o"
"15638","1075.32","1990.65","spanish","500320","paf","L1 English bilingual","p","a"
"15639","1139.6","1874.1","spanish","500320","pof","L1 English bilingual","p","o"
"15640","1205.48","2072.19","spanish","500320","fuf","L1 English bilingual","f","u"
"15641","1132.25","1785.22","spanish","500320","puf","L1 English bilingual","p","u"
"15642","391.49","1714.23","spanish","500320","fif","L1 English bilingual","f","i"
"15643","656.42","1902.13","english","500320","foof","L1 English bilingual","f","u"
"15644","588.15","1141.99","english","500320","puff","L1 English bilingual","p","schwa"
"15645","647.71","1250.97","english","500320","fuff","L1 English bilingual","f","schwa"
"15646","671.02","1078.05","english","500320","poff","L1 English bilingual","p","o"
"15647","723.68","1100.83","english","500320","foff","L1 English bilingual","f","o"
"15648","870.53","1575.34","english","500320","foof","L1 English bilingual","f","u"
"15649","407.51","2828.06","english","500320","peef","L1 English bilingual","p","i"
"15650","363.32","2664.04","english","500320","feef","L1 English bilingual","f","i"
"15651","610.95","1088.87","english","500320","poff","L1 English bilingual","p","o"
"15652","372.42","2560.62","english","500320","feef","L1 English bilingual","f","i"
"15653","694.13","1181.8","english","500320","puff","L1 English bilingual","p","schwa"
"15654","328.62","1140.42","english","500320","poof","L1 English bilingual","p","u"
"15655","355.91","2520.87","english","500320","feef","L1 English bilingual","f","i"
"15656","392.45","2820.82","english","500320","peef","L1 English bilingual","p","i"
"15657","282.06","1097.17","english","500320","foof","L1 English bilingual","f","u"
"15658","321.29","1193.06","english","500320","poof","L1 English bilingual","p","u"
"15659","890.64","1565.53","english","500320","fuff","L1 English bilingual","f","schwa"
"15660","729.48","1133.61","english","500320","foff","L1 English bilingual","f","o"
"15661","344.2","2313.37","english","500320","peef","L1 English bilingual","p","i"
"15662","625.27","1191.79","english","500320","fuff","L1 English bilingual","f","schwa"
"15663","668.88","1214.34","english","500320","puff","L1 English bilingual","p","schwa"
"15664","745.64","1348.31","english","500320","poff","L1 English bilingual","p","o"
"15665","711.48","1129.74","english","500320","foff","L1 English bilingual","f","o"
"15666","315.04","1066.3","english","500320","poof","L1 English bilingual","p","u"
"15667","383.84","2940.4","German","500328","fif","L1 English bilingual","f","i"
"15668","898.1","1468.87","German","500328","faf","L1 English bilingual","f","schwa"
"15669","450.21","769.5","German","500328","pof","L1 English bilingual","p","o"
"15670","382.3","3139.45","German","500328","pif","L1 English bilingual","p","i"
"15671","819.46","1366.66","German","500328","paf","L1 English bilingual","p","schwa"
"15672","349.51","2057.36","German","500328","puf","L1 English bilingual","p","u"
"15673","365.35","1613.7","German","500328","puf","L1 English bilingual","p","u"
"15674","757.97","1113.47","German","500328","faf","L1 English bilingual","f","schwa"
"15675","406.16","1501.61","German","500328","fuf","L1 English bilingual","f","u"
"15676","418.32","829.43","German","500328","fof","L1 English bilingual","f","o"
"15677","791.77","1423.47","German","500328","paf","L1 English bilingual","p","schwa"
"15678","384.22","3216.94","German","500328","pif","L1 English bilingual","p","i"
"15679","387.98","3108.49","German","500328","pif","L1 English bilingual","p","i"
"15680","858.79","1272.65","German","500328","faf","L1 English bilingual","f","schwa"
"15681","454.61","928.51","German","500328","pof","L1 English bilingual","p","o"
"15682","400.99","2012.25","German","500328","fuf","L1 English bilingual","f","u"
"15683","359.77","1746.27","German","500328","fuf","L1 English bilingual","f","u"
"15684","383.22","2885.69","German","500328","fif","L1 English bilingual","f","i"
"15685","771.29","1270.66","German","500328","paf","L1 English bilingual","p","schwa"
"15686","397.15","1947.59","German","500328","puf","L1 English bilingual","p","u"
"15687","382.61","2983.77","German","500328","fif","L1 English bilingual","f","i"
"15688","452.19","794.34","German","500328","fof","L1 English bilingual","f","o"
"15689","483.84","880.89","German","500328","fof","L1 English bilingual","f","o"
"15690","463.28","901.82","German","500328","pof","L1 English bilingual","p","o"
"15691","464.64","1930.76","french","500328","puf","L1 English bilingual","p","u"
"15692","370.42","2932.22","french","500328","fif","L1 English bilingual","f","i"
"15693","476.56","1642.79","french","500328","fuf","L1 English bilingual","f","u"
"15694","508.95","2932.84","french","500328","pif","L1 English bilingual","p","i"
"15695","457.92","1904.02","french","500328","puf","L1 English bilingual","p","u"
"15696","668.28","1143.94","french","500328","pof","L1 English bilingual","p","o"
"15697","701.75","1315.11","french","500328","fof","L1 English bilingual","f","o"
"15698","658.96","1226.91","french","500328","pof","L1 English bilingual","p","o"
"15699","634.27","1678.07","french","500328","paf","L1 English bilingual","p","schwa"
"15700","634.48","1441.22","french","500328","fof","L1 English bilingual","f","o"
"15701","343.2","2958.77","french","500328","pif","L1 English bilingual","p","i"
"15702","476.44","1774.76","french","500328","fuf","L1 English bilingual","f","u"
"15703","377.86","2971.66","french","500328","fif","L1 English bilingual","f","i"
"15704","679.32","1953.12","french","500328","faf","L1 English bilingual","f","schwa"
"15705","404.75","3021.08","french","500328","pif","L1 English bilingual","p","i"
"15706","632.5","1933.52","french","500328","faf","L1 English bilingual","f","schwa"
"15707","466.83","1831.54","french","500328","fuf","L1 English bilingual","f","u"
"15708","591.38","1131.09","french","500328","pof","L1 English bilingual","p","o"
"15709","638.53","1156.03","french","500328","fof","L1 English bilingual","f","o"
"15710","444.28","1814.48","french","500328","puf","L1 English bilingual","p","u"
"15711","402.55","2921.44","french","500328","fif","L1 English bilingual","f","i"
"15712","592.54","1704.66","french","500328","paf","L1 English bilingual","p","schwa"
"15713","625.25","1696.15","french","500328","faf","L1 English bilingual","f","schwa"
"15714","590.87","1782.43","french","500328","paf","L1 English bilingual","p","schwa"
"15715","399.12","2933.23","spanish","500328","fif","L1 English bilingual","f","i"
"15716","742.64","1093.46","spanish","500328","paf","L1 English bilingual","p","a"
"15717","848.31","1103.31","spanish","500328","faf","L1 English bilingual","f","a"
"15718","587.35","896.89","spanish","500328","fof","L1 English bilingual","f","o"
"15719","750.8","1180.27","spanish","500328","faf","L1 English bilingual","f","a"
"15720","739.84","1022.36","spanish","500328","pof","L1 English bilingual","p","o"
"15721","711.98","1080.61","spanish","500328","fof","L1 English bilingual","f","o"
"15722","708.49","1081.01","spanish","500328","pof","L1 English bilingual","p","o"
"15723","847.34","1196.24","spanish","500328","faf","L1 English bilingual","f","a"
"15724","750.99","1150.26","spanish","500328","paf","L1 English bilingual","p","a"
"15725","623.59","1936.49","spanish","500328","fuf","L1 English bilingual","f","u"
"15726","379.21","1366.92","spanish","500328","puf","L1 English bilingual","p","u"
"15727","655.45","993.91","spanish","500328","pof","L1 English bilingual","p","o"
"15728","401.69","2922.6","spanish","500328","pif","L1 English bilingual","p","i"
"15729","422.78","1436.56","spanish","500328","puf","L1 English bilingual","p","u"
"15730","396.97","2888.02","spanish","500328","pif","L1 English bilingual","p","i"
"15731","960.88","2295.19","spanish","500328","paf","L1 English bilingual","p","a"
"15732","609.01","958.02","spanish","500328","fof","L1 English bilingual","f","o"
"15733","397.44","2806.22","spanish","500328","fif","L1 English bilingual","f","i"
"15734","409.14","1562.08","spanish","500328","fuf","L1 English bilingual","f","u"
"15735","654.76","1136.28","spanish","500328","puf","L1 English bilingual","p","u"
"15736","396.72","2666.53","spanish","500328","fif","L1 English bilingual","f","i"
