"","f1e","f2e","language","participant","text","group","consonant","phoneme"
"9001","721.15","1104.8","english","499489","foof","L1 Spanish bilingual","f","u"
"9002","466.86","904.15","english","499489","poof","L1 Spanish bilingual","p","u"
"9003","655.47","1132.97","english","499489","poff","L1 Spanish bilingual","p","o"
"9004","440.89","931.84","english","499489","foof","L1 Spanish bilingual","f","u"
"9005","389.74","2494.8","english","499489","feef","L1 Spanish bilingual","f","i"
"9006","991.49","1586.25","english","499489","fuff","L1 Spanish bilingual","f","schwa"
"9007","892.95","1552.75","english","499489","fuff","L1 Spanish bilingual","f","schwa"
"9008","652.64","1084.54","english","499489","foof","L1 Spanish bilingual","f","u"
"9009","376.07","2463.79","english","499489","peef","L1 Spanish bilingual","p","i"
"9010","648.92","1036.17","english","499489","poff","L1 Spanish bilingual","p","o"
"9011","448.94","912.12","english","499489","puff","L1 Spanish bilingual","p","schwa"
"9012","729.59","1149.74","english","499489","foff","L1 Spanish bilingual","f","o"
"9013","342.61","2602.34","english","499489","peef","L1 Spanish bilingual","p","i"
"9014","580.74","977.78","english","499489","foff","L1 Spanish bilingual","f","o"
"9015","665.65","2600.01","english","499489","feef","L1 Spanish bilingual","f","i"
"9016","613.4","1015.1","english","499489","foff","L1 Spanish bilingual","f","o"
"9017","443.11","1216.54","english","499489","poof","L1 Spanish bilingual","p","u"
"9018","873.5","1372.02","english","499489","puff","L1 Spanish bilingual","p","schwa"
"9019","393.7","2444.13","english","499489","peef","L1 Spanish bilingual","p","i"
"9020","424.54","788.94","english","499489","poof","L1 Spanish bilingual","p","u"
"9021","464.85","818.76","spanish","499489","puf","L1 Spanish bilingual","p","u"
"9022","624.92","1028.84","spanish","499489","pof","L1 Spanish bilingual","p","o"
"9023","686.32","2608.71","spanish","499489","fif","L1 Spanish bilingual","f","i"
"9024","476.39","802.55","spanish","499489","fuf","L1 Spanish bilingual","f","u"
"9025","657.15","1085.85","spanish","499489","fof","L1 Spanish bilingual","f","o"
"9026","410.44","2467.57","spanish","499489","pif","L1 Spanish bilingual","p","i"
"9027","949.17","1571.47","spanish","499489","faf","L1 Spanish bilingual","f","a"
"9028","1006.69","1633.69","spanish","499489","paf","L1 Spanish bilingual","p","a"
"9029","602.5","1035.74","spanish","499489","pof","L1 Spanish bilingual","p","o"
"9030","348.96","2702.95","spanish","499489","pif","L1 Spanish bilingual","p","i"
"9031","443.69","917.24","spanish","499489","puf","L1 Spanish bilingual","p","u"
"9032","1016.98","1614.88","spanish","499489","paf","L1 Spanish bilingual","p","a"
"9033","456.34","925.65","spanish","499489","fuf","L1 Spanish bilingual","f","u"
"9034","982.87","1633.07","spanish","499489","faf","L1 Spanish bilingual","f","a"
"9035","411.11","2584.23","spanish","499489","fif","L1 Spanish bilingual","f","i"
"9036","667.87","1032.62","spanish","499489","pof","L1 Spanish bilingual","p","o"
"9037","443.92","852.68","spanish","499489","fuf","L1 Spanish bilingual","f","u"
"9038","700.76","1054.73","spanish","499489","fof","L1 Spanish bilingual","f","o"
"9039","943.65","1545.52","spanish","499489","faf","L1 Spanish bilingual","f","a"
"9040","966.22","1607.69","spanish","499489","paf","L1 Spanish bilingual","p","a"
"9041","435.31","754.57","spanish","499489","puf","L1 Spanish bilingual","p","u"
"9042","400.08","2724.8","spanish","499489","pif","L1 Spanish bilingual","p","i"
"9043","368.03","2679.87","spanish","499489","fif","L1 Spanish bilingual","f","i"
"9044","595.02","1007.57","spanish","499489","fof","L1 Spanish bilingual","f","o"
"9045","572.61","1368.61","french","499495","fof","L1 Spanish bilingual","f","o"
"9046","1114.45","2658.6","french","499495","pif","L1 Spanish bilingual","p","i"
"9047","549.74","1765.34","french","499495","paf","L1 Spanish bilingual","p","schwa"
"9048","473.37","1800.27","french","499495","fuf","L1 Spanish bilingual","f","u"
"9049","574.4","1723.47","french","499495","paf","L1 Spanish bilingual","p","schwa"
"9050","474.64","1338.34","french","499495","puf","L1 Spanish bilingual","p","u"
"9051","634.33","1569.14","french","499495","pof","L1 Spanish bilingual","p","o"
"9052","548.45","1497.6","french","499495","faf","L1 Spanish bilingual","f","schwa"
"9053","442.71","1568.08","french","499495","fuf","L1 Spanish bilingual","f","u"
"9054","665.37","2527.96","french","499495","pif","L1 Spanish bilingual","p","i"
"9055","465.31","1860.28","french","499495","fuf","L1 Spanish bilingual","f","u"
"9056","508.34","1699.48","french","499495","pof","L1 Spanish bilingual","p","o"
"9057","433.54","1719.48","french","499495","pof","L1 Spanish bilingual","p","o"
"9058","680.43","2224.34","french","499495","fif","L1 Spanish bilingual","f","i"
"9059","946.16","2550.44","french","499495","fif","L1 Spanish bilingual","f","i"
"9060","500.02","1678.51","french","499495","fof","L1 Spanish bilingual","f","o"
"9061","572.71","1800.45","french","499495","faf","L1 Spanish bilingual","f","schwa"
"9062","477.92","1614.31","french","499495","puf","L1 Spanish bilingual","p","u"
"9063","602.19","1641.76","french","499495","paf","L1 Spanish bilingual","p","schwa"
"9064","381.49","2392.13","french","499495","pif","L1 Spanish bilingual","p","i"
"9065","530.63","1719.17","french","499495","faf","L1 Spanish bilingual","f","schwa"
"9066","433.7","1577.12","french","499495","puf","L1 Spanish bilingual","p","u"
"9067","1002.64","1867.1","french","499495","fif","L1 Spanish bilingual","f","i"
"9068","623.65","1321.15","french","499495","fof","L1 Spanish bilingual","f","o"
"9069","674.99","2751.52","German","499495","fif","L1 Spanish bilingual","f","i"
"9070","311.88","2856.87","German","499495","faf","L1 Spanish bilingual","f","schwa"
"9071","438.11","939.92","German","499495","pof","L1 Spanish bilingual","p","o"
"9072","778.01","1359.68","German","499495","paf","L1 Spanish bilingual","p","schwa"
"9073","410.22","2017.07","German","499495","puf","L1 Spanish bilingual","p","u"
"9074","433.41","1506.12","German","499495","paf","L1 Spanish bilingual","p","schwa"
"9075","353.72","2637.93","German","499495","pif","L1 Spanish bilingual","p","i"
"9076","302.42","2629.14","German","499495","fof","L1 Spanish bilingual","f","o"
"9077","454.29","1876.83","German","499495","fuf","L1 Spanish bilingual","f","u"
"9078","365.84","2685.96","German","499495","fif","L1 Spanish bilingual","f","i"
"9079","420.13","863.05","German","499495","fof","L1 Spanish bilingual","f","o"
"9080","440.64","2129.43","German","499495","fuf","L1 Spanish bilingual","f","u"
"9081","821.96","1393.46","German","499495","faf","L1 Spanish bilingual","f","schwa"
"9082","797.39","1487.95","German","499495","faf","L1 Spanish bilingual","f","schwa"
"9083","399.92","2165.51","German","499495","puf","L1 Spanish bilingual","p","u"
"9084","400.94","2173.96","German","499495","puf","L1 Spanish bilingual","p","u"
"9085","723.04","1325.63","German","499495","paf","L1 Spanish bilingual","p","schwa"
"9086","389.27","879.37","German","499495","pof","L1 Spanish bilingual","p","o"
"9087","440.2","1662.95","German","499495","fuf","L1 Spanish bilingual","f","u"
"9088","682.02","2566.71","German","499495","pif","L1 Spanish bilingual","p","i"
"9089","287.88","2529.51","German","499495","pif","L1 Spanish bilingual","p","i"
"9090","429.06","932.85","German","499495","fof","L1 Spanish bilingual","f","o"
"9091","291.04","2710.76","German","499495","fif","L1 Spanish bilingual","f","i"
"9092","393.27","884.21","German","499495","pof","L1 Spanish bilingual","p","o"
"9093","385.69","1242.4","english","499495","puff","L1 Spanish bilingual","p","schwa"
"9094","357.76","2324.03","english","499495","feef","L1 Spanish bilingual","f","i"
"9095","532.39","1111.35","english","499495","poff","L1 Spanish bilingual","p","o"
"9096","368.05","944.36","english","499495","poof","L1 Spanish bilingual","p","u"
"9097","323.6","2380.93","english","499495","feef","L1 Spanish bilingual","f","i"
"9098","339.61","1075.25","english","499495","foof","L1 Spanish bilingual","f","u"
"9099","366.7","1092.09","english","499495","puff","L1 Spanish bilingual","p","schwa"
"9100","543.81","1087.73","english","499495","foff","L1 Spanish bilingual","f","o"
"9101","367.1","884.19","english","499495","puff","L1 Spanish bilingual","p","schwa"
"9102","315.61","2433.43","english","499495","peef","L1 Spanish bilingual","p","i"
"9103","650.04","1218.04","english","499495","fuff","L1 Spanish bilingual","f","schwa"
"9104","359.51","931.12","english","499495","fuff","L1 Spanish bilingual","f","schwa"
"9105","548.84","1400.18","english","499495","poof","L1 Spanish bilingual","p","u"
"9106","296.24","2532.12","english","499495","peef","L1 Spanish bilingual","p","i"
"9107","511.56","1148.97","english","499495","foff","L1 Spanish bilingual","f","o"
"9108","510.1","1011.53","english","499495","poff","L1 Spanish bilingual","p","o"
"9109","691.87","1539.54","english","499495","poof","L1 Spanish bilingual","p","u"
"9110","385.45","946.63","english","499495","foof","L1 Spanish bilingual","f","u"
"9111","441.88","1099.19","english","499495","fuff","L1 Spanish bilingual","f","schwa"
"9112","379.87","2302.98","english","499495","feef","L1 Spanish bilingual","f","i"
"9113","520.25","1042.53","english","499495","poff","L1 Spanish bilingual","p","o"
"9114","309.38","2045.23","english","499495","peef","L1 Spanish bilingual","p","i"
"9115","378.28","1103.44","english","499495","foof","L1 Spanish bilingual","f","u"
"9116","490.14","1103.2","english","499495","foff","L1 Spanish bilingual","f","o"
"9117","356.27","2277.43","spanish","499495","pif","L1 Spanish bilingual","p","i"
"9118","543.76","1062.4","spanish","499495","pof","L1 Spanish bilingual","p","o"
"9119","897.61","1462.01","spanish","499495","faf","L1 Spanish bilingual","f","a"
"9120","480.88","894.38","spanish","499495","fuf","L1 Spanish bilingual","f","u"
"9121","551.97","1029.37","spanish","499495","pof","L1 Spanish bilingual","p","o"
"9122","893.71","1471.01","spanish","499495","faf","L1 Spanish bilingual","f","a"
"9123","469.76","892.99","spanish","499495","puf","L1 Spanish bilingual","p","u"
"9124","920.72","2319.34","spanish","499495","pif","L1 Spanish bilingual","p","i"
"9125","439.05","875.23","spanish","499495","fuf","L1 Spanish bilingual","f","u"
"9126","435.85","888.53","spanish","499495","puf","L1 Spanish bilingual","p","u"
"9127","511.88","991.26","spanish","499495","fof","L1 Spanish bilingual","f","o"
"9128","358.55","2523.64","spanish","499495","fif","L1 Spanish bilingual","f","i"
"9129","346.46","2538.12","spanish","499495","pif","L1 Spanish bilingual","p","i"
"9130","403.48","833.39","spanish","499495","fuf","L1 Spanish bilingual","f","u"
"9131","881.03","1469.66","spanish","499495","paf","L1 Spanish bilingual","p","a"
"9132","521.35","992.69","spanish","499495","fof","L1 Spanish bilingual","f","o"
"9133","918.02","1428.61","spanish","499495","paf","L1 Spanish bilingual","p","a"
"9134","373.89","2640.75","spanish","499495","fif","L1 Spanish bilingual","f","i"
"9135","494.82","953.02","spanish","499495","fof","L1 Spanish bilingual","f","o"
"9136","879.33","1563.32","spanish","499495","paf","L1 Spanish bilingual","p","a"
"9137","469.96","938.94","spanish","499495","puf","L1 Spanish bilingual","p","u"
"9138","928.74","2459.33","spanish","499495","fif","L1 Spanish bilingual","f","i"
"9139","844.02","1397.99","spanish","499495","faf","L1 Spanish bilingual","f","a"
"9140","518.52","999.71","spanish","499495","pof","L1 Spanish bilingual","p","o"
"9141","644.76","1330.96","french","499497","fof","L1 Spanish bilingual","f","o"
"9142","477.26","1828.94","french","499497","puf","L1 Spanish bilingual","p","u"
"9143","645.87","1317.96","french","499497","pof","L1 Spanish bilingual","p","o"
"9144","640.21","1318.24","french","499497","faf","L1 Spanish bilingual","f","schwa"
"9145","640.62","1686.66","french","499497","paf","L1 Spanish bilingual","p","schwa"
"9146","607.94","1417.62","french","499497","pof","L1 Spanish bilingual","p","o"
"9147","616.15","1328.01","french","499497","pof","L1 Spanish bilingual","p","o"
"9148","562.51","1869.74","french","499497","fuf","L1 Spanish bilingual","f","u"
"9149","421.68","2338.57","french","499497","pif","L1 Spanish bilingual","p","i"
"9150","459.87","1475.03","french","499497","fuf","L1 Spanish bilingual","f","u"
"9151","682.68","1983.67","french","499497","faf","L1 Spanish bilingual","f","schwa"
"9152","505.2","2390.95","french","499497","fif","L1 Spanish bilingual","f","i"
"9153","341.45","2040.97","french","499497","pif","L1 Spanish bilingual","p","i"
"9154","645.87","1325.1","french","499497","fof","L1 Spanish bilingual","f","o"
"9155","488.29","2454.53","french","499497","fif","L1 Spanish bilingual","f","i"
"9156","458.96","2276.52","french","499497","fif","L1 Spanish bilingual","f","i"
"9157","660.83","1999.37","french","499497","pif","L1 Spanish bilingual","p","i"
"9158","673.69","1342.75","french","499497","faf","L1 Spanish bilingual","f","schwa"
"9159","568.55","1304.4","french","499497","paf","L1 Spanish bilingual","p","schwa"
"9160","701.29","1542.55","french","499497","paf","L1 Spanish bilingual","p","schwa"
"9161","423.97","1853.42","french","499497","puf","L1 Spanish bilingual","p","u"
"9162","591.74","1248.53","french","499497","fof","L1 Spanish bilingual","f","o"
"9163","410.11","2060.91","french","499497","fuf","L1 Spanish bilingual","f","u"
"9164","402.76","1797.38","french","499497","puf","L1 Spanish bilingual","p","u"
"9165","388.1","1901.34","German","499497","fuf","L1 Spanish bilingual","f","u"
"9166","754.02","1178.57","German","499497","faf","L1 Spanish bilingual","f","schwa"
"9167","421.25","1148.69","German","499497","fof","L1 Spanish bilingual","f","o"
"9168","827.9","1246.5","German","499497","faf","L1 Spanish bilingual","f","schwa"
"9169","457.51","920.75","German","499497","pof","L1 Spanish bilingual","p","o"
"9170","688.3","1334.78","German","499497","pof","L1 Spanish bilingual","p","o"
"9171","423.99","2483.89","German","499497","fif","L1 Spanish bilingual","f","i"
"9172","395.39","2547.19","German","499497","fif","L1 Spanish bilingual","f","i"
"9173","439.73","2081.18","German","499497","puf","L1 Spanish bilingual","p","u"
"9174","510.14","1128","German","499497","fof","L1 Spanish bilingual","f","o"
"9175","876.92","1199.82","German","499497","paf","L1 Spanish bilingual","p","schwa"
"9176","389.47","2208.13","German","499497","fuf","L1 Spanish bilingual","f","u"
"9177","473.2","1147.44","German","499497","fof","L1 Spanish bilingual","f","o"
"9178","865.08","1198.79","German","499497","faf","L1 Spanish bilingual","f","schwa"
"9179","922.51","1276","German","499497","paf","L1 Spanish bilingual","p","schwa"
"9180","739.96","1098.83","German","499497","puf","L1 Spanish bilingual","p","u"
"9181","962.03","1194.67","German","499497","paf","L1 Spanish bilingual","p","schwa"
"9182","466.35","2077.83","German","499497","fuf","L1 Spanish bilingual","f","u"
"9183","439.86","2690.74","German","499497","pif","L1 Spanish bilingual","p","i"
"9184","413.02","2690.14","German","499497","pif","L1 Spanish bilingual","p","i"
"9185","429.88","958.68","German","499497","pof","L1 Spanish bilingual","p","o"
"9186","461.68","2290.35","German","499497","fif","L1 Spanish bilingual","f","i"
"9187","384.03","2562.62","German","499497","pif","L1 Spanish bilingual","p","i"
"9188","398.06","1474.69","German","499497","puf","L1 Spanish bilingual","p","u"
"9189","914.12","1292.73","english","499497","puff","L1 Spanish bilingual","p","schwa"
"9190","629.14","1284.19","english","499497","foof","L1 Spanish bilingual","f","u"
"9191","344.08","1249.93","english","499497","puff","L1 Spanish bilingual","p","schwa"
"9192","576.19","1230.72","english","499497","poof","L1 Spanish bilingual","p","u"
"9193","414.91","2363.3","english","499497","peef","L1 Spanish bilingual","p","i"
"9194","392.29","1800.19","english","499497","fuff","L1 Spanish bilingual","f","schwa"
"9195","528.4","1065.33","english","499497","poff","L1 Spanish bilingual","p","o"
"9196","443.66","2314.78","english","499497","feef","L1 Spanish bilingual","f","i"
"9197","408.6","1458.16","english","499497","puff","L1 Spanish bilingual","p","schwa"
"9198","675.11","1205.11","english","499497","poff","L1 Spanish bilingual","p","o"
"9199","401.9","2091.37","english","499497","fuff","L1 Spanish bilingual","f","schwa"
"9200","520.3","1191.19","english","499497","fuff","L1 Spanish bilingual","f","schwa"
"9201","435.1","2543.01","english","499497","peef","L1 Spanish bilingual","p","i"
"9202","707.88","1184.66","english","499497","foff","L1 Spanish bilingual","f","o"
"9203","412.26","1111.19","english","499497","foof","L1 Spanish bilingual","f","u"
"9204","779.07","1181.22","english","499497","poff","L1 Spanish bilingual","p","o"
"9205","438.24","970.9","english","499497","foff","L1 Spanish bilingual","f","o"
"9206","597.24","1399.27","english","499497","poof","L1 Spanish bilingual","p","u"
"9207","543.33","1030.4","english","499497","foof","L1 Spanish bilingual","f","u"
"9208","465.68","2372.73","english","499497","feef","L1 Spanish bilingual","f","i"
"9209","537.62","998.74","english","499497","foff","L1 Spanish bilingual","f","o"
"9210","669.84","1244.94","english","499497","poof","L1 Spanish bilingual","p","u"
"9211","845.16","2271.24","english","499497","peef","L1 Spanish bilingual","p","i"
"9212","475.97","2046.92","english","499497","feef","L1 Spanish bilingual","f","i"
"9213","654.69","1138.78","spanish","499497","pof","L1 Spanish bilingual","p","o"
"9214","443.74","948.2","spanish","499497","puf","L1 Spanish bilingual","p","u"
"9215","419.38","2426.55","spanish","499497","pif","L1 Spanish bilingual","p","i"
"9216","929.87","1286.64","spanish","499497","paf","L1 Spanish bilingual","p","a"
"9217","437.82","1053.46","spanish","499497","fuf","L1 Spanish bilingual","f","u"
"9218","641.52","1106.77","spanish","499497","fof","L1 Spanish bilingual","f","o"
"9219","888.45","1277.21","spanish","499497","paf","L1 Spanish bilingual","p","a"
"9220","436","2305.28","spanish","499497","fif","L1 Spanish bilingual","f","i"
"9221","716.86","1302.17","spanish","499497","fuf","L1 Spanish bilingual","f","u"
"9222","356.84","2271.62","spanish","499497","fif","L1 Spanish bilingual","f","i"
"9223","759.58","1308.54","spanish","499497","faf","L1 Spanish bilingual","f","a"
"9224","903.35","2177.49","spanish","499497","pif","L1 Spanish bilingual","p","i"
"9225","600.3","1093.97","spanish","499497","fof","L1 Spanish bilingual","f","o"
"9226","796.7","1288.7","spanish","499497","faf","L1 Spanish bilingual","f","a"
"9227","488.39","831","spanish","499497","puf","L1 Spanish bilingual","p","u"
"9228","668.66","1113.01","spanish","499497","pof","L1 Spanish bilingual","p","o"
"9229","611.12","1114.97","spanish","499497","pof","L1 Spanish bilingual","p","o"
"9230","392","905.74","spanish","499497","puf","L1 Spanish bilingual","p","u"
"9231","735.66","1210.11","spanish","499497","faf","L1 Spanish bilingual","f","a"
"9232","590.14","1084.69","spanish","499497","fof","L1 Spanish bilingual","f","o"
"9233","394.98","2325.59","spanish","499497","fif","L1 Spanish bilingual","f","i"
"9234","842.67","1309.43","spanish","499497","paf","L1 Spanish bilingual","p","a"
"9235","382.33","2407.96","spanish","499497","pif","L1 Spanish bilingual","p","i"
"9236","549.95","1467.65","spanish","499497","fuf","L1 Spanish bilingual","f","u"
"9237","550.83","1822.6","German","499504","pif","L1 Spanish bilingual","p","i"
"9238","393.04","2762.92","German","499504","fif","L1 Spanish bilingual","f","i"
"9239","772.94","1255.28","German","499504","faf","L1 Spanish bilingual","f","schwa"
"9240","474.95","2485.71","German","499504","fif","L1 Spanish bilingual","f","i"
"9241","827.62","1366.02","German","499504","paf","L1 Spanish bilingual","p","schwa"
"9242","634.51","1702.44","German","499504","puf","L1 Spanish bilingual","p","u"
"9243","418.08","1600.25","German","499504","fuf","L1 Spanish bilingual","f","u"
"9244","771.81","1277.13","German","499504","faf","L1 Spanish bilingual","f","schwa"
"9245","451.19","812.91","German","499504","pof","L1 Spanish bilingual","p","o"
"9246","776.74","1528.45","German","499504","faf","L1 Spanish bilingual","f","schwa"
"9247","902","1429.73","German","499504","paf","L1 Spanish bilingual","p","schwa"
"9248","572.41","995.69","German","499504","fof","L1 Spanish bilingual","f","o"
"9249","527.89","969.59","German","499504","fof","L1 Spanish bilingual","f","o"
"9250","429.55","2826.75","German","499504","pif","L1 Spanish bilingual","p","i"
"9251","525.17","942.26","German","499504","fof","L1 Spanish bilingual","f","o"
"9252","479.05","843.57","German","499504","pof","L1 Spanish bilingual","p","o"
"9253","337.77","2247.68","German","499504","fif","L1 Spanish bilingual","f","i"
"9254","819.42","1453.36","German","499504","paf","L1 Spanish bilingual","p","schwa"
"9255","373.37","1596.22","German","499504","puf","L1 Spanish bilingual","p","u"
"9256","404.15","1680.18","German","499504","fuf","L1 Spanish bilingual","f","u"
"9257","427.16","1796.8","German","499504","puf","L1 Spanish bilingual","p","u"
"9258","476.11","780.76","German","499504","pof","L1 Spanish bilingual","p","o"
"9259","351.46","2034.76","German","499504","pif","L1 Spanish bilingual","p","i"
"9260","446.99","1580.57","German","499504","fuf","L1 Spanish bilingual","f","u"
"9261","569.58","1613.01","french","499504","fuf","L1 Spanish bilingual","f","u"
"9262","651.56","1155.57","french","499504","pof","L1 Spanish bilingual","p","o"
"9263","652.49","1329.06","french","499504","faf","L1 Spanish bilingual","f","schwa"
"9264","467.83","1858.19","french","499504","puf","L1 Spanish bilingual","p","u"
"9265","484.61","1724.15","french","499504","fuf","L1 Spanish bilingual","f","u"
"9266","755.63","1658.19","french","499504","faf","L1 Spanish bilingual","f","schwa"
"9267","281.77","2304.4","french","499504","fif","L1 Spanish bilingual","f","i"
"9268","352.64","1911.35","french","499504","fif","L1 Spanish bilingual","f","i"
"9269","626.35","1248.81","french","499504","fof","L1 Spanish bilingual","f","o"
"9270","618.54","1294.82","french","499504","pof","L1 Spanish bilingual","p","o"
"9271","341.33","2740.74","french","499504","fif","L1 Spanish bilingual","f","i"
"9272","620.84","1509.79","french","499504","faf","L1 Spanish bilingual","f","schwa"
"9273","348.12","2161.46","french","499504","pif","L1 Spanish bilingual","p","i"
"9274","624.4","1226.69","french","499504","fof","L1 Spanish bilingual","f","o"
"9275","628.77","1409.26","french","499504","paf","L1 Spanish bilingual","p","schwa"
"9276","588.65","1262.94","french","499504","pof","L1 Spanish bilingual","p","o"
"9277","459.98","1803.65","french","499504","pif","L1 Spanish bilingual","p","i"
"9278","661.78","1222.36","french","499504","paf","L1 Spanish bilingual","p","schwa"
"9279","658.41","1315.89","french","499504","paf","L1 Spanish bilingual","p","schwa"
"9280","631.69","2653.48","french","499504","pif","L1 Spanish bilingual","p","i"
"9281","506.23","1680.77","french","499504","fuf","L1 Spanish bilingual","f","u"
"9282","716.9","1816.49","french","499504","puf","L1 Spanish bilingual","p","u"
"9283","428.41","1891.02","french","499504","puf","L1 Spanish bilingual","p","u"
"9284","627.3","1321.76","french","499504","fof","L1 Spanish bilingual","f","o"
"9285","790.91","1461.25","spanish","499504","faf","L1 Spanish bilingual","f","a"
"9286","534.12","991.89","spanish","499504","fuf","L1 Spanish bilingual","f","u"
"9287","710.78","2541.85","spanish","499504","fif","L1 Spanish bilingual","f","i"
"9288","646.31","2512.17","spanish","499504","pif","L1 Spanish bilingual","p","i"
"9289","569.93","966.84","spanish","499504","fof","L1 Spanish bilingual","f","o"
"9290","479.08","2082.76","spanish","499504","fif","L1 Spanish bilingual","f","i"
"9291","817.58","1386.27","spanish","499504","paf","L1 Spanish bilingual","p","a"
"9292","536.42","1344.19","spanish","499504","puf","L1 Spanish bilingual","p","u"
"9293","795.96","1351.76","spanish","499504","faf","L1 Spanish bilingual","f","a"
"9294","487.95","1069.52","spanish","499504","puf","L1 Spanish bilingual","p","u"
"9295","481.86","1054.02","spanish","499504","fuf","L1 Spanish bilingual","f","u"
"9296","630.82","1016.07","spanish","499504","pof","L1 Spanish bilingual","p","o"
"9297","426.77","2473.31","spanish","499504","fif","L1 Spanish bilingual","f","i"
"9298","374.01","798.9","spanish","499504","puf","L1 Spanish bilingual","p","u"
"9299","420.63","2126.59","spanish","499504","pif","L1 Spanish bilingual","p","i"
"9300","792.37","1368.55","spanish","499504","faf","L1 Spanish bilingual","f","a"
"9301","707.91","1085.79","spanish","499504","fof","L1 Spanish bilingual","f","o"
"9302","637.57","1075.09","spanish","499504","pof","L1 Spanish bilingual","p","o"
"9303","402.6","2447.57","spanish","499504","pif","L1 Spanish bilingual","p","i"
"9304","561.41","1062.39","spanish","499504","pof","L1 Spanish bilingual","p","o"
"9305","793.04","1325.37","spanish","499504","paf","L1 Spanish bilingual","p","a"
"9306","735.18","1011.35","spanish","499504","fof","L1 Spanish bilingual","f","o"
"9307","833.83","1397.77","spanish","499504","paf","L1 Spanish bilingual","p","a"
"9308","474.17","671.29","spanish","499504","fuf","L1 Spanish bilingual","f","u"
"9309","431.3","1017.24","english","499504","foof","L1 Spanish bilingual","f","u"
"9310","657.67","1300.18","english","499504","fuff","L1 Spanish bilingual","f","schwa"
"9311","426.48","1109.82","english","499504","poof","L1 Spanish bilingual","p","u"
"9312","489.36","1012.32","english","499504","foof","L1 Spanish bilingual","f","u"
"9313","565.91","1163.56","english","499504","fuff","L1 Spanish bilingual","f","schwa"
"9314","788.24","1186.48","english","499504","puff","L1 Spanish bilingual","p","schwa"
"9315","342.08","2330.51","english","499504","feef","L1 Spanish bilingual","f","i"
"9316","356.87","2620.72","english","499504","peef","L1 Spanish bilingual","p","i"
"9317","737.56","1087.21","english","499504","poff","L1 Spanish bilingual","p","o"
"9318","348.46","995.14","english","499504","poof","L1 Spanish bilingual","p","u"
"9319","535.54","1458.91","english","499504","foof","L1 Spanish bilingual","f","u"
"9320","708.34","975.19","english","499504","foff","L1 Spanish bilingual","f","o"
"9321","763.28","970.45","english","499504","poff","L1 Spanish bilingual","p","o"
"9322","370.16","2414.23","english","499504","feef","L1 Spanish bilingual","f","i"
"9323","273.99","2030.94","english","499504","peef","L1 Spanish bilingual","p","i"
"9324","398.28","1041.01","english","499504","poof","L1 Spanish bilingual","p","u"
"9325","825.36","1288.6","english","499504","puff","L1 Spanish bilingual","p","schwa"
"9326","744.85","1073.06","english","499504","foff","L1 Spanish bilingual","f","o"
"9327","809.42","1163.36","english","499504","puff","L1 Spanish bilingual","p","schwa"
"9328","715.13","994.65","english","499504","foff","L1 Spanish bilingual","f","o"
"9329","533.19","1742.1","english","499504","peef","L1 Spanish bilingual","p","i"
"9330","474.62","1182.13","english","499504","fuff","L1 Spanish bilingual","f","schwa"
"9331","692.4","971.92","english","499504","poff","L1 Spanish bilingual","p","o"
"9332","664.44","2697.29","english","499504","feef","L1 Spanish bilingual","f","i"
"9333","635.54","1627.01","french","499507","faf","L1 Spanish bilingual","f","schwa"
"9334","670.36","1608.67","french","499507","paf","L1 Spanish bilingual","p","schwa"
"9335","745.33","1682.52","french","499507","paf","L1 Spanish bilingual","p","schwa"
"9336","702.1","1450.63","french","499507","pof","L1 Spanish bilingual","p","o"
"9337","595.3","2479.43","french","499507","pif","L1 Spanish bilingual","p","i"
"9338","657.35","1674.75","french","499507","paf","L1 Spanish bilingual","p","schwa"
"9339","514.09","1644.16","french","499507","faf","L1 Spanish bilingual","f","schwa"
"9340","446.79","2157.42","french","499507","pif","L1 Spanish bilingual","p","i"
"9341","403.38","1544.74","french","499507","fuf","L1 Spanish bilingual","f","u"
"9342","534.38","1128.29","french","499507","fof","L1 Spanish bilingual","f","o"
"9343","975.44","2506.83","french","499507","pif","L1 Spanish bilingual","p","i"
"9344","432.37","1884.43","french","499507","puf","L1 Spanish bilingual","p","u"
"9345","796.29","1377.93","french","499507","pof","L1 Spanish bilingual","p","o"
"9346","763.98","2408.05","french","499507","fif","L1 Spanish bilingual","f","i"
"9347","713.86","1766.89","french","499507","fuf","L1 Spanish bilingual","f","u"
"9348","629.7","1227.31","french","499507","fof","L1 Spanish bilingual","f","o"
"9349","228.85","2400.51","french","499507","fif","L1 Spanish bilingual","f","i"
"9350","1838.3","2683.11","french","499507","fif","L1 Spanish bilingual","f","i"
"9351","375.48","1982.55","french","499507","fuf","L1 Spanish bilingual","f","u"
"9352","766.56","1209.13","french","499507","pof","L1 Spanish bilingual","p","o"
"9353","733.39","1334.2","french","499507","fof","L1 Spanish bilingual","f","o"
"9354","605.21","1569.43","french","499507","faf","L1 Spanish bilingual","f","schwa"
"9355","402.11","1932.55","french","499507","puf","L1 Spanish bilingual","p","u"
"9356","460.83","1933.86","french","499507","puf","L1 Spanish bilingual","p","u"
"9357","945.21","2372.63","German","499507","pif","L1 Spanish bilingual","p","i"
"9358","890.29","1314.46","German","499507","paf","L1 Spanish bilingual","p","schwa"
"9359","543.63","964.17","German","499507","fof","L1 Spanish bilingual","f","o"
