"","word","file","rec_session_id","language","file_name_append","text"
"76","f_schwa","blockNr_1_taskNr_7_trialNr_4_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_4_english_recording","fuff"
"77","p_i","blockNr_1_taskNr_7_trialNr_5_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_5_english_recording","peef"
"78","p_schwa","blockNr_1_taskNr_7_trialNr_6_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_6_english_recording","puff"
"79","p_u","blockNr_1_taskNr_7_trialNr_7_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_7_english_recording","poof"
"80","p_o","blockNr_1_taskNr_7_trialNr_8_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_8_english_recording","poff"
"81","f_i","blockNr_1_taskNr_7_trialNr_9_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_9_english_recording","feef"
"82","p_schwa","blockNr_1_taskNr_7_trialNr_10_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_10_english_recording","puff"
"83","p_o","blockNr_1_taskNr_7_trialNr_11_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_11_english_recording","poff"
"84","f_o","blockNr_1_taskNr_7_trialNr_12_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_12_english_recording","foff"
"85","p_o","blockNr_1_taskNr_7_trialNr_13_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_13_english_recording","poff"
"86","f_schwa","blockNr_1_taskNr_7_trialNr_14_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_14_english_recording","fuff"
"87","p_i","blockNr_1_taskNr_7_trialNr_15_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_15_english_recording","peef"
"88","p_u","blockNr_1_taskNr_7_trialNr_16_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_16_english_recording","poof"
"89","f_i","blockNr_1_taskNr_7_trialNr_17_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_17_english_recording","feef"
"90","p_i","blockNr_1_taskNr_7_trialNr_18_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_18_english_recording","peef"
"91","f_schwa","blockNr_1_taskNr_7_trialNr_19_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_19_english_recording","fuff"
"92","f_u","blockNr_1_taskNr_7_trialNr_20_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_20_english_recording","foof"
"93","f_i","blockNr_1_taskNr_7_trialNr_21_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_21_english_recording","feef"
"94","p_u","blockNr_1_taskNr_7_trialNr_22_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_22_english_recording","poof"
"95","f_o","blockNr_1_taskNr_7_trialNr_23_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_23_english_recording","foff"
"96","f_u","blockNr_1_taskNr_7_trialNr_24_english_recording.wav",500392,"english","500392_blockNr_1_taskNr_7_trialNr_24_english_recording","foof"
"97","p_i","blockNr_1_taskNr_3_trialNr_1_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_1_German_recording","pif"
"98","f_u","blockNr_1_taskNr_3_trialNr_2_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_2_German_recording","fuf"
"99","f_o","blockNr_1_taskNr_3_trialNr_3_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_3_German_recording","fof"
"100","f_o","blockNr_1_taskNr_3_trialNr_4_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_4_German_recording","fof"
"101","p_schwa","blockNr_1_taskNr_3_trialNr_5_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_5_German_recording","paf"
"102","p_o","blockNr_1_taskNr_3_trialNr_6_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_6_German_recording","pof"
"103","f_schwa","blockNr_1_taskNr_3_trialNr_7_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_7_German_recording","faf"
"104","f_u","blockNr_1_taskNr_3_trialNr_8_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_8_German_recording","fuf"
"105","f_schwa","blockNr_1_taskNr_3_trialNr_9_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_9_German_recording","faf"
"106","p_schwa","blockNr_1_taskNr_3_trialNr_10_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_10_German_recording","paf"
"107","p_u","blockNr_1_taskNr_3_trialNr_11_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_11_German_recording","puf"
"108","p_i","blockNr_1_taskNr_3_trialNr_12_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_12_German_recording","pif"
"109","p_o","blockNr_1_taskNr_3_trialNr_13_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_13_German_recording","pof"
"110","f_i","blockNr_1_taskNr_3_trialNr_14_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_14_German_recording","fif"
"111","p_i","blockNr_1_taskNr_3_trialNr_15_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_15_German_recording","pif"
"112","f_schwa","blockNr_1_taskNr_3_trialNr_16_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_16_German_recording","faf"
"113","f_u","blockNr_1_taskNr_3_trialNr_17_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_17_German_recording","fuf"
"114","f_o","blockNr_1_taskNr_3_trialNr_18_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_18_German_recording","fof"
"115","p_schwa","blockNr_1_taskNr_3_trialNr_19_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_19_German_recording","paf"
"116","f_i","blockNr_1_taskNr_3_trialNr_20_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_20_German_recording","fif"
"117","p_o","blockNr_1_taskNr_3_trialNr_21_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_21_German_recording","pof"
"118","p_u","blockNr_1_taskNr_3_trialNr_22_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_22_German_recording","puf"
"119","f_i","blockNr_1_taskNr_3_trialNr_23_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_23_German_recording","fif"
"120","p_u","blockNr_1_taskNr_3_trialNr_24_German_recording.wav",492813,"German","492813_blockNr_1_taskNr_3_trialNr_24_German_recording","puf"
"121","f_u","blockNr_1_taskNr_4_trialNr_1_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_1_french_recording","fuf"
"122","f_o","blockNr_1_taskNr_4_trialNr_2_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_2_french_recording","fof"
"123","f_o","blockNr_1_taskNr_4_trialNr_3_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_3_french_recording","fof"
"124","f_schwa","blockNr_1_taskNr_4_trialNr_4_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_4_french_recording","faf"
"125","f_o","blockNr_1_taskNr_4_trialNr_5_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_5_french_recording","fof"
"126","f_schwa","blockNr_1_taskNr_4_trialNr_6_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_6_french_recording","faf"
"127","f_u","blockNr_1_taskNr_4_trialNr_7_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_7_french_recording","fuf"
"128","f_i","blockNr_1_taskNr_4_trialNr_8_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_8_french_recording","fif"
"129","p_i","blockNr_1_taskNr_4_trialNr_9_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_9_french_recording","pif"
"130","p_u","blockNr_1_taskNr_4_trialNr_10_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_10_french_recording","puf"
"131","f_i","blockNr_1_taskNr_4_trialNr_11_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_11_french_recording","fif"
"132","p_schwa","blockNr_1_taskNr_4_trialNr_12_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_12_french_recording","paf"
"133","p_u","blockNr_1_taskNr_4_trialNr_13_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_13_french_recording","puf"
"134","p_o","blockNr_1_taskNr_4_trialNr_14_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_14_french_recording","pof"
"135","f_i","blockNr_1_taskNr_4_trialNr_15_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_15_french_recording","fif"
"136","p_schwa","blockNr_1_taskNr_4_trialNr_16_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_16_french_recording","paf"
"137","p_i","blockNr_1_taskNr_4_trialNr_17_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_17_french_recording","pif"
"138","p_u","blockNr_1_taskNr_4_trialNr_18_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_18_french_recording","puf"
"139","f_u","blockNr_1_taskNr_4_trialNr_19_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_19_french_recording","fuf"
"140","p_schwa","blockNr_1_taskNr_4_trialNr_20_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_20_french_recording","paf"
"141","p_o","blockNr_1_taskNr_4_trialNr_21_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_21_french_recording","pof"
"142","p_o","blockNr_1_taskNr_4_trialNr_22_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_22_french_recording","pof"
"143","p_i","blockNr_1_taskNr_4_trialNr_23_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_23_french_recording","pif"
"144","f_schwa","blockNr_1_taskNr_4_trialNr_24_french_recording.wav",492813,"french","492813_blockNr_1_taskNr_4_trialNr_24_french_recording","faf"
"145","p_u","blockNr_1_taskNr_6_trialNr_1_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_1_english_recording","poof"
"146","p_schwa","blockNr_1_taskNr_6_trialNr_2_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_2_english_recording","puff"
"147","p_o","blockNr_1_taskNr_6_trialNr_3_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_3_english_recording","poff"
"148","f_o","blockNr_1_taskNr_6_trialNr_4_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_4_english_recording","foff"
"149","f_i","blockNr_1_taskNr_6_trialNr_5_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_5_english_recording","feef"
"150","p_o","blockNr_1_taskNr_6_trialNr_6_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_6_english_recording","poff"
"151","f_o","blockNr_1_taskNr_6_trialNr_7_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_7_english_recording","foff"
"152","p_o","blockNr_1_taskNr_6_trialNr_8_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_8_english_recording","poff"
"153","f_schwa","blockNr_1_taskNr_6_trialNr_9_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_9_english_recording","fuff"
"154","p_i","blockNr_1_taskNr_6_trialNr_10_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_10_english_recording","peef"
"155","p_u","blockNr_1_taskNr_6_trialNr_11_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_11_english_recording","poof"
"156","f_schwa","blockNr_1_taskNr_6_trialNr_12_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_12_english_recording","fuff"
"157","p_schwa","blockNr_1_taskNr_6_trialNr_13_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_13_english_recording","puff"
"158","f_i","blockNr_1_taskNr_6_trialNr_14_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_14_english_recording","feef"
"159","p_u","blockNr_1_taskNr_6_trialNr_15_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_15_english_recording","poof"
"160","f_schwa","blockNr_1_taskNr_6_trialNr_16_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_16_english_recording","fuff"
"161","f_u","blockNr_1_taskNr_6_trialNr_17_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_17_english_recording","foof"
"162","f_i","blockNr_1_taskNr_6_trialNr_18_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_18_english_recording","feef"
"163","f_u","blockNr_1_taskNr_6_trialNr_19_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_19_english_recording","foof"
"164","p_schwa","blockNr_1_taskNr_6_trialNr_20_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_20_english_recording","puff"
"165","p_i","blockNr_1_taskNr_6_trialNr_21_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_21_english_recording","peef"
"166","f_o","blockNr_1_taskNr_6_trialNr_22_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_22_english_recording","foff"
"167","f_u","blockNr_1_taskNr_6_trialNr_23_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_23_english_recording","foof"
"168","p_i","blockNr_1_taskNr_6_trialNr_24_english_recording.wav",492813,"english","492813_blockNr_1_taskNr_6_trialNr_24_english_recording","peef"
"169","f_a","blockNr_1_taskNr_7_trialNr_1_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_1_spanish_recording","faf"
"170","p_u","blockNr_1_taskNr_7_trialNr_2_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_2_spanish_recording","puf"
"171","f_i","blockNr_1_taskNr_7_trialNr_3_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_3_spanish_recording","fif"
"172","p_u","blockNr_1_taskNr_7_trialNr_4_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_4_spanish_recording","puf"
"173","f_a","blockNr_1_taskNr_7_trialNr_5_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_5_spanish_recording","faf"
"174","p_i","blockNr_1_taskNr_7_trialNr_6_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_6_spanish_recording","pif"
"175","f_u","blockNr_1_taskNr_7_trialNr_7_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_7_spanish_recording","fuf"
"176","f_o","blockNr_1_taskNr_7_trialNr_8_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_8_spanish_recording","fof"
"177","p_o","blockNr_1_taskNr_7_trialNr_9_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_9_spanish_recording","pof"
"178","p_i","blockNr_1_taskNr_7_trialNr_10_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_10_spanish_recording","pif"
"179","p_a","blockNr_1_taskNr_7_trialNr_11_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_11_spanish_recording","paf"
"180","f_o","blockNr_1_taskNr_7_trialNr_12_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_12_spanish_recording","fof"
"181","p_a","blockNr_1_taskNr_7_trialNr_13_spanish_recording.wav",492813,"spanish","492813_blockNr_1_taskNr_7_trialNr_13_spanish_recording","paf"
