"","f1e","f2e","language","text","file_name_append","consonant","phoneme"
"3382",661.43,1253.15,"english","fuff","509445_blockNr_1_taskNr_6_trialNr_9_english_recording","f","schwa"
"3383",420.16,1339.15,"German","pof","509446_blockNr_1_taskNr_3_trialNr_10_German_recording","p","o"
"3384",670.5,2697.99,"German","pif","509446_blockNr_1_taskNr_3_trialNr_11_German_recording","p","i"
"3385",789.48,1394.33,"German","faf","509446_blockNr_1_taskNr_3_trialNr_12_German_recording","f","schwa"
"3386",963.55,2495.13,"German","fif","509446_blockNr_1_taskNr_3_trialNr_13_German_recording","f","i"
"3387",859.13,1369.24,"German","paf","509446_blockNr_1_taskNr_3_trialNr_14_German_recording","p","schwa"
"3388",690.2,1305.67,"German","faf","509446_blockNr_1_taskNr_3_trialNr_15_German_recording","f","schwa"
"3389",415.94,1385.62,"German","puf","509446_blockNr_1_taskNr_3_trialNr_16_German_recording","p","u"
"3390",718.44,1381.23,"German","faf","509446_blockNr_1_taskNr_3_trialNr_17_German_recording","f","schwa"
"3391",389.22,1346.07,"German","fof","509446_blockNr_1_taskNr_3_trialNr_18_German_recording","f","o"
"3392",410.9,1278.48,"German","pof","509446_blockNr_1_taskNr_3_trialNr_19_German_recording","p","o"
"3393",405.44,1665.97,"German","puf","509446_blockNr_1_taskNr_3_trialNr_1_German_recording","p","u"
"3394",788.24,1384.51,"German","paf","509446_blockNr_1_taskNr_3_trialNr_20_German_recording","p","schwa"
"3395",385.12,1727.17,"German","puf","509446_blockNr_1_taskNr_3_trialNr_21_German_recording","p","u"
"3396",349.79,2618.02,"German","fif","509446_blockNr_1_taskNr_3_trialNr_22_German_recording","f","i"
"3397",672.47,2648.47,"German","pif","509446_blockNr_1_taskNr_3_trialNr_23_German_recording","p","i"
"3398",411.15,1309.67,"German","fof","509446_blockNr_1_taskNr_3_trialNr_24_German_recording","f","o"
"3399",342.74,1748.39,"German","fuf","509446_blockNr_1_taskNr_3_trialNr_2_German_recording","f","u"
"3400",361.86,2530.81,"German","fif","509446_blockNr_1_taskNr_3_trialNr_3_German_recording","f","i"
"3401",390.97,2629.58,"German","pif","509446_blockNr_1_taskNr_3_trialNr_4_German_recording","p","i"
"3402",405.65,1488.24,"German","pof","509446_blockNr_1_taskNr_3_trialNr_5_German_recording","p","o"
"3403",946.08,1397.23,"German","paf","509446_blockNr_1_taskNr_3_trialNr_6_German_recording","p","schwa"
"3404",398.45,1291.37,"German","fof","509446_blockNr_1_taskNr_3_trialNr_7_German_recording","f","o"
"3405",339.87,1647.92,"German","fuf","509446_blockNr_1_taskNr_3_trialNr_8_German_recording","f","u"
"3406",400.77,1680.75,"German","fuf","509446_blockNr_1_taskNr_3_trialNr_9_German_recording","f","u"
"3407",691.08,1404.05,"french","faf","509446_blockNr_1_taskNr_4_trialNr_10_french_recording","f","schwa"
"3408",614.32,1732.85,"french","puf","509446_blockNr_1_taskNr_4_trialNr_11_french_recording","p","u"
"3409",500.84,2716.47,"french","pif","509446_blockNr_1_taskNr_4_trialNr_12_french_recording","p","i"
"3410",341.13,1617.52,"french","fuf","509446_blockNr_1_taskNr_4_trialNr_13_french_recording","f","u"
"3411",415.16,1410.84,"french","puf","509446_blockNr_1_taskNr_4_trialNr_14_french_recording","p","u"
"3412",681.39,1373.28,"french","paf","509446_blockNr_1_taskNr_4_trialNr_15_french_recording","p","schwa"
"3413",370.08,1504.67,"french","fuf","509446_blockNr_1_taskNr_4_trialNr_16_french_recording","f","u"
"3414",613.72,1377.18,"french","faf","509446_blockNr_1_taskNr_4_trialNr_17_french_recording","f","schwa"
"3415",612.95,1307.69,"french","pof","509446_blockNr_1_taskNr_4_trialNr_18_french_recording","p","o"
"3416",636.43,1382.79,"french","paf","509446_blockNr_1_taskNr_4_trialNr_19_french_recording","p","schwa"
"3417",966.69,2559.16,"french","pif","509446_blockNr_1_taskNr_4_trialNr_1_french_recording","p","i"
"3418",639.14,1380.25,"french","paf","509446_blockNr_1_taskNr_4_trialNr_20_french_recording","p","schwa"
"3419",390.18,1452.01,"french","puf","509446_blockNr_1_taskNr_4_trialNr_21_french_recording","p","u"
"3420",639.72,2851.97,"french","pif","509446_blockNr_1_taskNr_4_trialNr_22_french_recording","p","i"
"3421",826.49,1450.9,"french","fof","509446_blockNr_1_taskNr_4_trialNr_23_french_recording","f","o"
"3422",674.33,1377.95,"french","fof","509446_blockNr_1_taskNr_4_trialNr_24_french_recording","f","o"
"3423",635.03,1374.38,"french","pof","509446_blockNr_1_taskNr_4_trialNr_2_french_recording","p","o"
"3424",319.08,2683.14,"french","fif","509446_blockNr_1_taskNr_4_trialNr_3_french_recording","f","i"
"3425",340.44,2596.37,"french","fif","509446_blockNr_1_taskNr_4_trialNr_4_french_recording","f","i"
"3426",356.48,1724.37,"french","fuf","509446_blockNr_1_taskNr_4_trialNr_5_french_recording","f","u"
"3427",700.66,1286.04,"french","pof","509446_blockNr_1_taskNr_4_trialNr_6_french_recording","p","o"
"3428",625.62,1407.32,"french","faf","509446_blockNr_1_taskNr_4_trialNr_7_french_recording","f","schwa"
"3429",623.08,2699.78,"french","fif","509446_blockNr_1_taskNr_4_trialNr_8_french_recording","f","i"
"3430",648.08,1295.28,"french","fof","509446_blockNr_1_taskNr_4_trialNr_9_french_recording","f","o"
"3431",330.06,1406.38,"english","foof","509446_blockNr_1_taskNr_6_trialNr_10_english_recording","f","u"
"3432",919.77,1345.87,"english","fuff","509446_blockNr_1_taskNr_6_trialNr_11_english_recording","f","schwa"
"3433",802.2,1300.92,"english","foff","509446_blockNr_1_taskNr_6_trialNr_12_english_recording","f","o"
"3434",831.58,1349.63,"english","fuff","509446_blockNr_1_taskNr_6_trialNr_13_english_recording","f","schwa"
"3435",337.54,2686.46,"english","feef","509446_blockNr_1_taskNr_6_trialNr_14_english_recording","f","i"
"3436",326.08,2736.08,"english","peef","509446_blockNr_1_taskNr_6_trialNr_15_english_recording","p","i"
"3437",920.14,1261.3,"english","foff","509446_blockNr_1_taskNr_6_trialNr_16_english_recording","f","o"
"3438",967.28,1276.64,"english","puff","509446_blockNr_1_taskNr_6_trialNr_17_english_recording","p","schwa"
"3439",367.51,1332.71,"english","poof","509446_blockNr_1_taskNr_6_trialNr_18_english_recording","p","u"
"3440",640.49,2661.6,"english","feef","509446_blockNr_1_taskNr_6_trialNr_19_english_recording","f","i"
"3441",407.61,1629.3,"english","poof","509446_blockNr_1_taskNr_6_trialNr_1_english_recording","p","u"
"3442",350.52,1338.11,"english","poof","509446_blockNr_1_taskNr_6_trialNr_20_english_recording","p","u"
"3443",876.96,1285.7,"english","foff","509446_blockNr_1_taskNr_6_trialNr_21_english_recording","f","o"
"3444",341.78,1423.29,"english","foof","509446_blockNr_1_taskNr_6_trialNr_22_english_recording","f","u"
"3445",1011.6,1333.59,"english","puff","509446_blockNr_1_taskNr_6_trialNr_23_english_recording","p","schwa"
"3446",936.15,1223.39,"english","poff","509446_blockNr_1_taskNr_6_trialNr_24_english_recording","p","o"
"3447",881.22,1271.64,"english","poff","509446_blockNr_1_taskNr_6_trialNr_2_english_recording","p","o"
"3448",598.23,1684.16,"english","foof","509446_blockNr_1_taskNr_6_trialNr_3_english_recording","f","u"
"3449",329.04,2575.65,"english","peef","509446_blockNr_1_taskNr_6_trialNr_4_english_recording","p","i"
"3450",972.68,1354.44,"english","puff","509446_blockNr_1_taskNr_6_trialNr_5_english_recording","p","schwa"
"3451",645.42,2702.96,"english","peef","509446_blockNr_1_taskNr_6_trialNr_6_english_recording","p","i"
"3452",954.51,1245.63,"english","poff","509446_blockNr_1_taskNr_6_trialNr_7_english_recording","p","o"
"3453",627.06,2699.43,"english","feef","509446_blockNr_1_taskNr_6_trialNr_8_english_recording","f","i"
"3454",940.52,1424.11,"english","fuff","509446_blockNr_1_taskNr_6_trialNr_9_english_recording","f","schwa"
"3455",605.62,1210.04,"french","fof","509453_blockNr_1_taskNr_3_trialNr_10_french_recording","f","o"
"3456",779.01,2090.99,"french","pif","509453_blockNr_1_taskNr_3_trialNr_11_french_recording","p","i"
"3457",594.8,1290.72,"french","faf","509453_blockNr_1_taskNr_3_trialNr_12_french_recording","f","schwa"
"3458",587.12,1339.96,"french","puf","509453_blockNr_1_taskNr_3_trialNr_13_french_recording","p","u"
"3459",569.27,1197.72,"french","fof","509453_blockNr_1_taskNr_3_trialNr_14_french_recording","f","o"
"3460",589.26,1157.85,"french","pof","509453_blockNr_1_taskNr_3_trialNr_15_french_recording","p","o"
"3461",422.14,1473.66,"french","fuf","509453_blockNr_1_taskNr_3_trialNr_16_french_recording","f","u"
"3462",725.68,1768.69,"french","fuf","509453_blockNr_1_taskNr_3_trialNr_17_french_recording","f","u"
"3463",571.01,1222.69,"french","faf","509453_blockNr_1_taskNr_3_trialNr_18_french_recording","f","schwa"
"3464",395.84,1467.88,"french","fuf","509453_blockNr_1_taskNr_3_trialNr_19_french_recording","f","u"
"3465",309.83,2213.17,"french","pif","509453_blockNr_1_taskNr_3_trialNr_1_french_recording","p","i"
"3466",321.09,1987.93,"french","fif","509453_blockNr_1_taskNr_3_trialNr_20_french_recording","f","i"
"3467",302.72,2158.94,"french","fif","509453_blockNr_1_taskNr_3_trialNr_21_french_recording","f","i"
"3468",595.02,1273.28,"french","pof","509453_blockNr_1_taskNr_3_trialNr_22_french_recording","p","o"
"3469",608.84,1306.63,"french","paf","509453_blockNr_1_taskNr_3_trialNr_23_french_recording","p","schwa"
"3470",616.42,1275.96,"french","paf","509453_blockNr_1_taskNr_3_trialNr_24_french_recording","p","schwa"
"3471",316.83,2235.42,"french","fif","509453_blockNr_1_taskNr_3_trialNr_2_french_recording","f","i"
"3472",675.73,1372.7,"french","paf","509453_blockNr_1_taskNr_3_trialNr_3_french_recording","p","schwa"
"3473",391.3,1262.17,"french","puf","509453_blockNr_1_taskNr_3_trialNr_4_french_recording","p","u"
"3474",553.12,1240.06,"french","fof","509453_blockNr_1_taskNr_3_trialNr_5_french_recording","f","o"
"3475",559.44,1326.22,"french","faf","509453_blockNr_1_taskNr_3_trialNr_6_french_recording","f","schwa"
"3476",603.55,1215.65,"french","pof","509453_blockNr_1_taskNr_3_trialNr_7_french_recording","p","o"
"3477",495.12,2134.75,"french","pif","509453_blockNr_1_taskNr_3_trialNr_8_french_recording","p","i"
"3478",375.38,1398.75,"french","puf","509453_blockNr_1_taskNr_3_trialNr_9_french_recording","p","u"
"3479",660.25,1261.74,"German","paf","509453_blockNr_1_taskNr_4_trialNr_10_German_recording","p","schwa"
"3480",519.35,900.15,"German","fof","509453_blockNr_1_taskNr_4_trialNr_11_German_recording","f","o"
"3481",645.94,1078.88,"German","pof","509453_blockNr_1_taskNr_4_trialNr_12_German_recording","p","o"
"3482",359.08,2209.01,"German","pif","509453_blockNr_1_taskNr_4_trialNr_13_German_recording","p","i"
"3483",357.11,2199.61,"German","fif","509453_blockNr_1_taskNr_4_trialNr_14_German_recording","f","i"
"3484",583.45,1204.83,"German","fof","509453_blockNr_1_taskNr_4_trialNr_15_German_recording","f","o"
"3485",684.29,1154.33,"German","pof","509453_blockNr_1_taskNr_4_trialNr_16_German_recording","p","o"
"3486",665.92,1138.83,"German","paf","509453_blockNr_1_taskNr_4_trialNr_17_German_recording","p","schwa"
"3487",379.69,1553.52,"German","fuf","509453_blockNr_1_taskNr_4_trialNr_18_German_recording","f","u"
"3488",378.03,2210.34,"German","fif","509453_blockNr_1_taskNr_4_trialNr_19_German_recording","f","i"
"3489",355.25,2192.62,"German","fif","509453_blockNr_1_taskNr_4_trialNr_1_German_recording","f","i"
"3490",363.82,1456.2,"German","fuf","509453_blockNr_1_taskNr_4_trialNr_20_German_recording","f","u"
"3491",535.95,1070.35,"German","pof","509453_blockNr_1_taskNr_4_trialNr_21_German_recording","p","o"
"3492",419.42,880.74,"German","fof","509453_blockNr_1_taskNr_4_trialNr_22_German_recording","f","o"
"3493",671.82,1239.88,"German","faf","509453_blockNr_1_taskNr_4_trialNr_23_German_recording","f","schwa"
"3494",639.32,2298.35,"German","pif","509453_blockNr_1_taskNr_4_trialNr_24_German_recording","p","i"
"3495",340.9,1354.45,"German","fuf","509453_blockNr_1_taskNr_4_trialNr_2_German_recording","f","u"
"3496",597.41,1373.5,"German","puf","509453_blockNr_1_taskNr_4_trialNr_3_German_recording","p","u"
"3497",680.55,1281.6,"German","faf","509453_blockNr_1_taskNr_4_trialNr_4_German_recording","f","schwa"
"3498",400.01,1365.83,"German","puf","509453_blockNr_1_taskNr_4_trialNr_5_German_recording","p","u"
"3499",640.68,1246.75,"German","faf","509453_blockNr_1_taskNr_4_trialNr_6_German_recording","f","schwa"
"3500",841.38,1644.68,"German","paf","509453_blockNr_1_taskNr_4_trialNr_7_German_recording","p","schwa"
"3501",646.03,1498.04,"German","puf","509453_blockNr_1_taskNr_4_trialNr_8_German_recording","p","u"
"3502",390.93,2192.24,"German","pif","509453_blockNr_1_taskNr_4_trialNr_9_German_recording","p","i"
"3503",573.87,945.12,"english","poof","509453_blockNr_1_taskNr_6_trialNr_10_english_recording","p","u"
"3504",724.26,1101.97,"english","puff","509453_blockNr_1_taskNr_6_trialNr_11_english_recording","p","schwa"
"3505",725.88,1266.07,"english","foff","509453_blockNr_1_taskNr_6_trialNr_12_english_recording","f","o"
"3506",519.73,898.88,"english","foof","509453_blockNr_1_taskNr_6_trialNr_13_english_recording","f","u"
"3507",511.31,1037.8,"english","poof","509453_blockNr_1_taskNr_6_trialNr_14_english_recording","p","u"
"3508",404.25,986.79,"english","foof","509453_blockNr_1_taskNr_6_trialNr_15_english_recording","f","u"
"3509",748.09,1276.72,"english","foff","509453_blockNr_1_taskNr_6_trialNr_16_english_recording","f","o"
"3510",676.47,1210.53,"english","fuff","509453_blockNr_1_taskNr_6_trialNr_17_english_recording","f","schwa"
"3511",545.57,896.41,"english","poof","509453_blockNr_1_taskNr_6_trialNr_18_english_recording","p","u"
"3512",726.59,1290.01,"english","poff","509453_blockNr_1_taskNr_6_trialNr_19_english_recording","p","o"
"3513",794.37,1346.18,"english","poff","509453_blockNr_1_taskNr_6_trialNr_1_english_recording","p","o"
"3514",494.49,913.72,"english","foof","509453_blockNr_1_taskNr_6_trialNr_20_english_recording","f","u"
"3515",366.73,2232.75,"english","peef","509453_blockNr_1_taskNr_6_trialNr_21_english_recording","p","i"
"3516",378.47,896.13,"German","pof","509456_blockNr_1_taskNr_3_trialNr_20_German_recording","p","o"
"3517",283.92,1838.74,"German","puf","509456_blockNr_1_taskNr_3_trialNr_21_German_recording","p","u"
"3518",440.94,1062.63,"German","fof","509456_blockNr_1_taskNr_3_trialNr_22_German_recording","f","o"
"3519",652.94,1318.08,"German","paf","509456_blockNr_1_taskNr_3_trialNr_23_German_recording","p","schwa"
"3520",684.6,2437.56,"German","pif","509456_blockNr_1_taskNr_3_trialNr_24_German_recording","p","i"
"3521",336.45,1724.35,"German","fuf","509456_blockNr_1_taskNr_3_trialNr_2_German_recording","f","u"
"3522",270.1,1767.66,"German","puf","509456_blockNr_1_taskNr_3_trialNr_3_German_recording","p","u"
"3523",666.59,1178.52,"German","paf","509456_blockNr_1_taskNr_3_trialNr_4_German_recording","p","schwa"
"3524",358.67,881.91,"German","pof","509456_blockNr_1_taskNr_3_trialNr_5_German_recording","p","o"
"3525",259.55,2094.8,"German","pif","509456_blockNr_1_taskNr_3_trialNr_6_German_recording","p","i"
"3526",308.14,1737.45,"German","fuf","509456_blockNr_1_taskNr_3_trialNr_7_German_recording","f","u"
"3527",244.84,2223.88,"German","fif","509456_blockNr_1_taskNr_3_trialNr_8_German_recording","f","i"
"3528",355.96,847.06,"German","pof","509456_blockNr_1_taskNr_3_trialNr_9_German_recording","p","o"
"3529",348.07,1719.45,"french","fuf","509456_blockNr_1_taskNr_4_trialNr_10_french_recording","f","u"
"3530",485.6,1282.77,"french","fof","509456_blockNr_1_taskNr_4_trialNr_11_french_recording","f","o"
"3531",333.3,1717.38,"french","puf","509456_blockNr_1_taskNr_4_trialNr_12_french_recording","p","u"
"3532",536.13,1357.24,"french","fof","509456_blockNr_1_taskNr_4_trialNr_13_french_recording","f","o"
"3533",496.99,1380.27,"french","pof","509456_blockNr_1_taskNr_4_trialNr_14_french_recording","p","o"
"3534",554.13,1649.64,"french","fuf","509456_blockNr_1_taskNr_4_trialNr_15_french_recording","f","u"
"3535",329.31,1742.2,"french","puf","509456_blockNr_1_taskNr_4_trialNr_16_french_recording","p","u"
"3536",570.87,1636.59,"french","paf","509456_blockNr_1_taskNr_4_trialNr_17_french_recording","p","schwa"
"3537",290.54,2429.01,"french","fif","509456_blockNr_1_taskNr_4_trialNr_18_french_recording","f","i"
"3538",541.25,1611.22,"french","faf","509456_blockNr_1_taskNr_4_trialNr_19_french_recording","f","schwa"
"3539",570.27,1713.18,"french","paf","509456_blockNr_1_taskNr_4_trialNr_1_french_recording","p","schwa"
"3540",323.73,2375.31,"french","pif","509456_blockNr_1_taskNr_4_trialNr_20_french_recording","p","i"
"3541",579.07,1584.19,"french","faf","509456_blockNr_1_taskNr_4_trialNr_21_french_recording","f","schwa"
"3542",303.59,2305.13,"french","fif","509456_blockNr_1_taskNr_4_trialNr_22_french_recording","f","i"
"3543",596.45,1501.05,"french","paf","509456_blockNr_1_taskNr_4_trialNr_23_french_recording","p","schwa"
"3544",324.43,2261.41,"french","pif","509456_blockNr_1_taskNr_4_trialNr_24_french_recording","p","i"
"3545",428.51,1433.74,"french","pof","509456_blockNr_1_taskNr_4_trialNr_2_french_recording","p","o"
"3546",349.16,1745.65,"french","fuf","509456_blockNr_1_taskNr_4_trialNr_3_french_recording","f","u"
"3547",459.76,1426.65,"french","pof","509456_blockNr_1_taskNr_4_trialNr_4_french_recording","p","o"
"3548",346.49,1739.19,"french","puf","509456_blockNr_1_taskNr_4_trialNr_5_french_recording","p","u"
"3549",304.05,2314.92,"french","pif","509456_blockNr_1_taskNr_4_trialNr_6_french_recording","p","i"
"3550",532.77,1660.13,"french","faf","509456_blockNr_1_taskNr_4_trialNr_7_french_recording","f","schwa"
"3551",531.93,1543.64,"french","fof","509456_blockNr_1_taskNr_4_trialNr_8_french_recording","f","o"
"3552",292.32,2393.08,"french","fif","509456_blockNr_1_taskNr_4_trialNr_9_french_recording","f","i"
"3553",763.48,1100.71,"english","foff","509456_blockNr_1_taskNr_6_trialNr_10_english_recording","f","o"
"3554",290.12,2551.21,"english","peef","509456_blockNr_1_taskNr_6_trialNr_11_english_recording","p","i"
"3555",658.03,1088.67,"english","puff","509456_blockNr_1_taskNr_6_trialNr_12_english_recording","p","schwa"
"3556",322.46,1003.12,"english","poof","509456_blockNr_1_taskNr_6_trialNr_13_english_recording","p","u"
"3557",364.99,963.03,"english","foof","509456_blockNr_1_taskNr_6_trialNr_14_english_recording","f","u"
"3558",634.8,1083.9,"english","puff","509456_blockNr_1_taskNr_6_trialNr_15_english_recording","p","schwa"
"3559",677.93,1162.64,"english","fuff","509456_blockNr_1_taskNr_6_trialNr_16_english_recording","f","schwa"
"3560",301,2424.47,"english","feef","509456_blockNr_1_taskNr_6_trialNr_17_english_recording","f","i"
"3561",658.6,1081.11,"english","fuff","509456_blockNr_1_taskNr_6_trialNr_18_english_recording","f","schwa"
"3562",302.21,2507.38,"english","feef","509456_blockNr_1_taskNr_6_trialNr_19_english_recording","f","i"
"3563",322.11,2434.22,"english","peef","509456_blockNr_1_taskNr_6_trialNr_1_english_recording","p","i"
"3564",736.23,1042.67,"english","poff","509456_blockNr_1_taskNr_6_trialNr_20_english_recording","p","o"
"3565",378.98,1128.57,"english","poof","509456_blockNr_1_taskNr_6_trialNr_21_english_recording","p","u"
"3566",635.09,1053.75,"english","puff","509456_blockNr_1_taskNr_6_trialNr_22_english_recording","p","schwa"
"3567",774.04,1074.36,"english","poff","509456_blockNr_1_taskNr_6_trialNr_23_english_recording","p","o"
"3568",779.22,2005.47,"english","peef","509456_blockNr_1_taskNr_6_trialNr_24_english_recording","p","i"
"3569",649.9,1173.64,"english","fuff","509456_blockNr_1_taskNr_6_trialNr_2_english_recording","f","schwa"
"3570",361.78,1025.87,"english","poof","509456_blockNr_1_taskNr_6_trialNr_3_english_recording","p","u"
"3571",756.43,1058.5,"english","poff","509456_blockNr_1_taskNr_6_trialNr_4_english_recording","p","o"
"3572",347.51,1052.93,"english","foof","509456_blockNr_1_taskNr_6_trialNr_5_english_recording","f","u"
"3573",788.27,1087.41,"english","foff","509456_blockNr_1_taskNr_6_trialNr_6_english_recording","f","o"
"3574",344.61,948.73,"english","foof","509456_blockNr_1_taskNr_6_trialNr_7_english_recording","f","u"
"3575",792.27,1085.93,"english","foff","509456_blockNr_1_taskNr_6_trialNr_8_english_recording","f","o"
"3576",946.7,2274.36,"english","feef","509456_blockNr_1_taskNr_6_trialNr_9_english_recording","f","i"
"3577",496.46,801.29,"German","pof","509458_blockNr_1_taskNr_3_trialNr_10_German_recording","p","o"
"3578",712.25,1279.23,"German","faf","509458_blockNr_1_taskNr_3_trialNr_11_German_recording","f","schwa"
"3579",527.59,850.98,"German","pof","509458_blockNr_1_taskNr_3_trialNr_12_German_recording","p","o"
"3580",743.7,1302.16,"German","faf","509458_blockNr_1_taskNr_3_trialNr_13_German_recording","f","schwa"
"3581",860.57,1510.95,"German","paf","509458_blockNr_1_taskNr_3_trialNr_14_German_recording","p","schwa"
"3582",365.85,2610.73,"German","pif","509458_blockNr_1_taskNr_3_trialNr_15_German_recording","p","i"
"3583",352.38,1859.22,"German","puf","509458_blockNr_1_taskNr_3_trialNr_16_German_recording","p","u"
"3584",834.5,1533.75,"German","paf","509458_blockNr_1_taskNr_3_trialNr_17_German_recording","p","schwa"
"3585",363.12,1974.91,"German","fuf","509458_blockNr_1_taskNr_3_trialNr_18_German_recording","f","u"
"3586",467.61,851.73,"German","fof","509458_blockNr_1_taskNr_3_trialNr_19_German_recording","f","o"
"3587",711.62,1257.09,"German","faf","509458_blockNr_1_taskNr_3_trialNr_1_German_recording","f","schwa"
"3588",1084.05,2754.61,"German","fif","509458_blockNr_1_taskNr_3_trialNr_20_German_recording","f","i"
"3589",694.22,2717.45,"German","pif","509458_blockNr_1_taskNr_3_trialNr_21_German_recording","p","i"
"3590",608.37,2576.05,"German","fif","509458_blockNr_1_taskNr_3_trialNr_22_German_recording","f","i"
"3591",477.79,789.67,"German","fof","509458_blockNr_1_taskNr_3_trialNr_23_German_recording","f","o"
"3592",379.13,1904.41,"German","puf","509458_blockNr_1_taskNr_3_trialNr_24_German_recording","p","u"
"3593",384.58,2493.46,"German","pif","509458_blockNr_1_taskNr_3_trialNr_2_German_recording","p","i"
"3594",347.83,1879.81,"German","fuf","509458_blockNr_1_taskNr_3_trialNr_3_German_recording","f","u"
"3595",660.45,2235.35,"German","fuf","509458_blockNr_1_taskNr_3_trialNr_4_German_recording","f","u"
"3596",898.57,1424.57,"German","paf","509458_blockNr_1_taskNr_3_trialNr_5_German_recording","p","schwa"
"3597",424.74,795.16,"German","pof","509458_blockNr_1_taskNr_3_trialNr_6_German_recording","p","o"
"3598",418.09,868.76,"German","fof","509458_blockNr_1_taskNr_3_trialNr_7_German_recording","f","o"
"3599",361.57,1919.51,"German","puf","509458_blockNr_1_taskNr_3_trialNr_8_German_recording","p","u"
"3600",350.86,2659.08,"German","fif","509458_blockNr_1_taskNr_3_trialNr_9_German_recording","f","i"
"3601",608.82,1742.61,"french","faf","509458_blockNr_1_taskNr_4_trialNr_10_french_recording","f","schwa"
"3602",377.55,1884.05,"french","fuf","509458_blockNr_1_taskNr_4_trialNr_11_french_recording","f","u"
"3603",555.73,1105.66,"french","fof","509458_blockNr_1_taskNr_4_trialNr_12_french_recording","f","o"
"3604",398.16,2115.15,"french","puf","509458_blockNr_1_taskNr_4_trialNr_13_french_recording","p","u"
"3605",577.22,1802.59,"french","paf","509458_blockNr_1_taskNr_4_trialNr_14_french_recording","p","schwa"
"3606",362.68,2337.65,"french","puf","509458_blockNr_1_taskNr_4_trialNr_15_french_recording","p","u"
"3607",442.12,2172.11,"french","fuf","509458_blockNr_1_taskNr_4_trialNr_16_french_recording","f","u"
"3608",323.42,2480.17,"french","pif","509458_blockNr_1_taskNr_4_trialNr_17_french_recording","p","i"
"3609",412.34,2069.93,"french","puf","509458_blockNr_1_taskNr_4_trialNr_18_french_recording","p","u"
"3610",564.07,1790.05,"french","paf","509458_blockNr_1_taskNr_4_trialNr_19_french_recording","p","schwa"
"3611",356.13,2425.44,"french","pif","509458_blockNr_1_taskNr_4_trialNr_1_french_recording","p","i"
"3612",741.03,2682.72,"french","fif","509458_blockNr_1_taskNr_4_trialNr_20_french_recording","f","i"
"3613",438.14,2335.8,"french","fif","509458_blockNr_1_taskNr_4_trialNr_21_french_recording","f","i"
"3614",553.44,1131.7,"french","pof","509458_blockNr_1_taskNr_4_trialNr_22_french_recording","p","o"
"3615",392.32,1916.16,"french","fuf","509458_blockNr_1_taskNr_4_trialNr_23_french_recording","f","u"
"3616",603.75,1194.95,"french","pof","509458_blockNr_1_taskNr_4_trialNr_24_french_recording","p","o"
"3617",564.69,1714.45,"french","faf","509458_blockNr_1_taskNr_4_trialNr_2_french_recording","f","schwa"
"3618",581.98,1574.73,"french","paf","509458_blockNr_1_taskNr_4_trialNr_3_french_recording","p","schwa"
"3619",581.7,1694.72,"french","faf","509458_blockNr_1_taskNr_4_trialNr_4_french_recording","f","schwa"
"3620",586.55,1218.03,"french","fof","509458_blockNr_1_taskNr_4_trialNr_5_french_recording","f","o"
"3621",594.72,1149.27,"french","fof","509458_blockNr_1_taskNr_4_trialNr_6_french_recording","f","o"
"3622",592.5,1162.53,"french","pof","509458_blockNr_1_taskNr_4_trialNr_7_french_recording","p","o"
"3623",631.34,2750.57,"french","fif","509458_blockNr_1_taskNr_4_trialNr_8_french_recording","f","i"
"3624",724.25,2585,"french","pif","509458_blockNr_1_taskNr_4_trialNr_9_french_recording","p","i"
"3625",717.07,1264.91,"english","fuff","509458_blockNr_1_taskNr_6_trialNr_10_english_recording","f","schwa"
"3626",818.57,1254.21,"english","poff","509458_blockNr_1_taskNr_6_trialNr_11_english_recording","p","o"
"3627",403.84,1176.33,"english","foof","509458_blockNr_1_taskNr_6_trialNr_12_english_recording","f","u"
"3628",922.81,1365.45,"english","poff","509458_blockNr_1_taskNr_6_trialNr_13_english_recording","p","o"
"3629",739.22,1267.59,"english","fuff","509458_blockNr_1_taskNr_6_trialNr_14_english_recording","f","schwa"
"3630",496.2,2604.62,"english","peef","509458_blockNr_1_taskNr_6_trialNr_15_english_recording","p","i"
"3631",602.77,1198.07,"english","poof","509458_blockNr_1_taskNr_6_trialNr_16_english_recording","p","u"
"3632",794.82,1340.76,"english","puff","509458_blockNr_1_taskNr_6_trialNr_17_english_recording","p","schwa"
"3633",818.8,1318.91,"english","foff","509458_blockNr_1_taskNr_6_trialNr_18_english_recording","f","o"
"3634",1067.55,2930.73,"english","peef","509458_blockNr_1_taskNr_6_trialNr_19_english_recording","p","i"
"3635",655.01,2750.56,"english","peef","509458_blockNr_1_taskNr_6_trialNr_1_english_recording","p","i"
"3636",703.51,1190.32,"english","fuff","509458_blockNr_1_taskNr_6_trialNr_20_english_recording","f","schwa"
"3637",409.26,1147.7,"english","poof","509458_blockNr_1_taskNr_6_trialNr_21_english_recording","p","u"
"3638",439.54,1172.09,"english","foof","509458_blockNr_1_taskNr_6_trialNr_22_english_recording","f","u"
"3639",535.46,2460.98,"english","feef","509458_blockNr_1_taskNr_6_trialNr_23_english_recording","f","i"
"3640",857.08,1373.3,"english","puff","509458_blockNr_1_taskNr_6_trialNr_24_english_recording","p","schwa"
"3641",369.72,2509.78,"english","feef","509458_blockNr_1_taskNr_6_trialNr_2_english_recording","f","i"
