"","f1e","f2e","language","text","participant","file_r","_","consonant","phoneme","prolific_id","l1"
"73",859.18,2288.9,"spanish","pif","492813","blockNr","1","p","i","5f15db42d62e996fdc5429d8","Spanish"
"74",763.83,1975.51,"spanish","paf","492813","blockNr","1","p","a","5f15db42d62e996fdc5429d8","Spanish"
"75",620.32,1902.38,"spanish","fof","492813","blockNr","1","f","o","5f15db42d62e996fdc5429d8","Spanish"
"76",683.26,1134.02,"spanish","paf","492813","blockNr","1","p","a","5f15db42d62e996fdc5429d8","Spanish"
"77",302.96,2014.93,"spanish","fif","492813","blockNr","1","f","i","5f15db42d62e996fdc5429d8","Spanish"
"78",523.86,2072.33,"spanish","fof","492813","blockNr","1","f","o","5f15db42d62e996fdc5429d8","Spanish"
"79",588.03,997.43,"spanish","pof","492813","blockNr","1","p","o","5f15db42d62e996fdc5429d8","Spanish"
"80",699.43,2155.44,"spanish","faf","492813","blockNr","1","f","a","5f15db42d62e996fdc5429d8","Spanish"
"81",301.32,841.24,"spanish","puf","492813","blockNr","1","p","u","5f15db42d62e996fdc5429d8","Spanish"
"82",346.32,861.48,"spanish","fuf","492813","blockNr","1","f","u","5f15db42d62e996fdc5429d8","Spanish"
"83",679.37,1441.82,"spanish","faf","492813","blockNr","1","f","a","5f15db42d62e996fdc5429d8","Spanish"
"84",951.43,2415.66,"spanish","pif","492813","blockNr","1","p","i","5f15db42d62e996fdc5429d8","Spanish"
"85",773.03,1147.89,"spanish","paf","492813","blockNr","1","p","a","5f15db42d62e996fdc5429d8","Spanish"
"86",509.48,1296.83,"spanish","pof","492813","blockNr","1","p","o","5f15db42d62e996fdc5429d8","Spanish"
"87",942.55,2303.2,"spanish","fif","492813","blockNr","1","f","i","5f15db42d62e996fdc5429d8","Spanish"
"88",364.48,1019.89,"spanish","fuf","492813","blockNr","1","f","u","5f15db42d62e996fdc5429d8","Spanish"
"89",344.57,1530.29,"spanish","puf","492813","blockNr","1","p","u","5f15db42d62e996fdc5429d8","Spanish"
"90",258.28,2221.19,"spanish","fif","492813","blockNr","1","f","i","5f15db42d62e996fdc5429d8","Spanish"
"91",208.81,1541.69,"spanish","puf","492813","blockNr","1","p","u","5f15db42d62e996fdc5429d8","Spanish"
"92",696.79,1855,"spanish","faf","492813","blockNr","1","f","a","5f15db42d62e996fdc5429d8","Spanish"
"93",304.05,2132.9,"spanish","pif","492813","blockNr","1","p","i","5f15db42d62e996fdc5429d8","Spanish"
"94",341.93,1210.54,"spanish","fuf","492813","blockNr","1","f","u","5f15db42d62e996fdc5429d8","Spanish"
"95",256.46,744.03,"spanish","fof","492813","blockNr","1","f","o","5f15db42d62e996fdc5429d8","Spanish"
"96",564.62,1555.07,"spanish","pof","492813","blockNr","1","p","o","5f15db42d62e996fdc5429d8","Spanish"
"97",655.35,1290.91,"German","paf","492817","blockNr","1","p","schwa","60b805f47d6292141781c36e","Spanish"
"98",318.6,2164.16,"German","pif","492817","blockNr","1","p","i","60b805f47d6292141781c36e","Spanish"
"99",588.86,1312.72,"German","faf","492817","blockNr","1","f","schwa","60b805f47d6292141781c36e","Spanish"
"100",514.56,1433.72,"German","fof","492817","blockNr","1","f","o","60b805f47d6292141781c36e","Spanish"
"101",600.91,1632.26,"German","puf","492817","blockNr","1","p","u","60b805f47d6292141781c36e","Spanish"
"102",673.58,1271.69,"German","faf","492817","blockNr","1","f","schwa","60b805f47d6292141781c36e","Spanish"
"103",755.09,1416.58,"German","faf","492817","blockNr","1","f","schwa","60b805f47d6292141781c36e","Spanish"
"104",385.86,1208.3,"German","pof","492817","blockNr","1","p","o","60b805f47d6292141781c36e","Spanish"
"105",416.97,1191.36,"German","pof","492817","blockNr","1","p","o","60b805f47d6292141781c36e","Spanish"
"106",680.1,1241.4,"German","paf","492817","blockNr","1","p","schwa","60b805f47d6292141781c36e","Spanish"
"107",680.28,2381.55,"German","fif","492817","blockNr","1","f","i","60b805f47d6292141781c36e","Spanish"
"108",588.19,1847.79,"German","puf","492817","blockNr","1","p","u","60b805f47d6292141781c36e","Spanish"
"109",347.27,1526.89,"German","puf","492817","blockNr","1","p","u","60b805f47d6292141781c36e","Spanish"
"110",430.51,1021.38,"German","fof","492817","blockNr","1","f","o","60b805f47d6292141781c36e","Spanish"
"111",337.05,1566.49,"German","fuf","492817","blockNr","1","f","u","60b805f47d6292141781c36e","Spanish"
"112",739.57,1771.88,"German","fif","492817","blockNr","1","f","i","60b805f47d6292141781c36e","Spanish"
"113",355.19,1329.28,"German","fuf","492817","blockNr","1","f","u","60b805f47d6292141781c36e","Spanish"
"114",1035.28,2317.17,"German","pif","492817","blockNr","1","p","i","60b805f47d6292141781c36e","Spanish"
"115",600.23,1223.7,"German","paf","492817","blockNr","1","p","schwa","60b805f47d6292141781c36e","Spanish"
"116",320.85,2235.39,"German","pif","492817","blockNr","1","p","i","60b805f47d6292141781c36e","Spanish"
"117",390.44,863.35,"German","pof","492817","blockNr","1","p","o","60b805f47d6292141781c36e","Spanish"
"118",396.93,1472.22,"German","fof","492817","blockNr","1","f","o","60b805f47d6292141781c36e","Spanish"
"119",327.93,1744.71,"German","fif","492817","blockNr","1","f","i","60b805f47d6292141781c36e","Spanish"
"120",552,1370.86,"German","fuf","492817","blockNr","1","f","u","60b805f47d6292141781c36e","Spanish"
"121",354.4,1508.08,"french","fuf","492817","blockNr","1","f","u","60b805f47d6292141781c36e","Spanish"
"122",940.09,2061.52,"french","fif","492817","blockNr","1","f","i","60b805f47d6292141781c36e","Spanish"
"123",369.2,1490.8,"french","fuf","492817","blockNr","1","f","u","60b805f47d6292141781c36e","Spanish"
"124",453.75,1540.4,"french","paf","492817","blockNr","1","p","schwa","60b805f47d6292141781c36e","Spanish"
"125",473.97,1558.37,"french","faf","492817","blockNr","1","f","schwa","60b805f47d6292141781c36e","Spanish"
"126",859.89,1926.64,"french","puf","492817","blockNr","1","p","u","60b805f47d6292141781c36e","Spanish"
"127",450.4,1442.2,"french","fof","492817","blockNr","1","f","o","60b805f47d6292141781c36e","Spanish"
"128",1177.01,2344.9,"french","fif","492817","blockNr","1","f","i","60b805f47d6292141781c36e","Spanish"
"129",623.44,2070.54,"french","pif","492817","blockNr","1","p","i","60b805f47d6292141781c36e","Spanish"
"130",495.24,1552.51,"french","faf","492817","blockNr","1","f","schwa","60b805f47d6292141781c36e","Spanish"
"131",969.19,2332.2,"french","pif","492817","blockNr","1","p","i","60b805f47d6292141781c36e","Spanish"
"132",641.97,1710.8,"french","puf","492817","blockNr","1","p","u","60b805f47d6292141781c36e","Spanish"
"133",884.12,1926.84,"french","fif","492817","blockNr","1","f","i","60b805f47d6292141781c36e","Spanish"
"134",420.83,1314.52,"french","pof","492817","blockNr","1","p","o","60b805f47d6292141781c36e","Spanish"
"135",432.48,1346.59,"french","pof","492817","blockNr","1","p","o","60b805f47d6292141781c36e","Spanish"
"136",449.43,1561.34,"french","puf","492817","blockNr","1","p","u","60b805f47d6292141781c36e","Spanish"
"137",819.3,1674.52,"french","fof","492817","blockNr","1","f","o","60b805f47d6292141781c36e","Spanish"
"138",443.36,1245.31,"french","fof","492817","blockNr","1","f","o","60b805f47d6292141781c36e","Spanish"
"139",505,1621.54,"french","faf","492817","blockNr","1","f","schwa","60b805f47d6292141781c36e","Spanish"
"140",751.86,1441.96,"french","pof","492817","blockNr","1","p","o","60b805f47d6292141781c36e","Spanish"
"141",485.88,1518.42,"french","paf","492817","blockNr","1","p","schwa","60b805f47d6292141781c36e","Spanish"
"142",455.51,1518.2,"french","paf","492817","blockNr","1","p","schwa","60b805f47d6292141781c36e","Spanish"
"143",1019.81,1901.43,"french","fuf","492817","blockNr","1","f","u","60b805f47d6292141781c36e","Spanish"
"144",630.66,2097,"french","pif","492817","blockNr","1","p","i","60b805f47d6292141781c36e","Spanish"
"145",612.75,2084.13,"spanish","fif","492817","blockNr","1","f","i","60b805f47d6292141781c36e","Spanish"
"146",522.52,1035.91,"spanish","fof","492817","blockNr","1","f","o","60b805f47d6292141781c36e","Spanish"
"147",332.71,2175.68,"spanish","fif","492817","blockNr","1","f","i","60b805f47d6292141781c36e","Spanish"
"148",424.79,1263.85,"spanish","fuf","492817","blockNr","1","f","u","60b805f47d6292141781c36e","Spanish"
"149",370.16,954.19,"spanish","puf","492817","blockNr","1","p","u","60b805f47d6292141781c36e","Spanish"
"150",359.88,2115.63,"spanish","fif","492817","blockNr","1","f","i","60b805f47d6292141781c36e","Spanish"
"151",508.54,1016.69,"spanish","pof","492817","blockNr","1","p","o","60b805f47d6292141781c36e","Spanish"
"152",691.53,1228.56,"spanish","paf","492817","blockNr","1","p","a","60b805f47d6292141781c36e","Spanish"
"153",578.13,2215.3,"spanish","pif","492817","blockNr","1","p","i","60b805f47d6292141781c36e","Spanish"
"154",477.52,958.16,"spanish","pof","492817","blockNr","1","p","o","60b805f47d6292141781c36e","Spanish"
"155",535.19,1153.46,"spanish","pof","492817","blockNr","1","p","o","60b805f47d6292141781c36e","Spanish"
"156",644.97,2229.19,"spanish","pif","492817","blockNr","1","p","i","60b805f47d6292141781c36e","Spanish"
"157",631.58,1307.19,"spanish","faf","492817","blockNr","1","f","a","60b805f47d6292141781c36e","Spanish"
"158",660.15,1273.63,"spanish","paf","492817","blockNr","1","p","a","60b805f47d6292141781c36e","Spanish"
"159",572.76,1548.81,"spanish","fuf","492817","blockNr","1","f","u","60b805f47d6292141781c36e","Spanish"
"160",532.53,992.14,"spanish","fof","492817","blockNr","1","f","o","60b805f47d6292141781c36e","Spanish"
"161",639.47,1231.85,"spanish","faf","492817","blockNr","1","f","a","60b805f47d6292141781c36e","Spanish"
"162",693.65,1189.63,"spanish","paf","492817","blockNr","1","p","a","60b805f47d6292141781c36e","Spanish"
"163",780.2,2305.89,"spanish","pif","492817","blockNr","1","p","i","60b805f47d6292141781c36e","Spanish"
"164",601.47,1295.55,"spanish","faf","492817","blockNr","1","f","a","60b805f47d6292141781c36e","Spanish"
"165",389.2,1054.46,"spanish","puf","492817","blockNr","1","p","u","60b805f47d6292141781c36e","Spanish"
"166",385.78,955.14,"spanish","fuf","492817","blockNr","1","f","u","60b805f47d6292141781c36e","Spanish"
"167",594.59,1243.45,"spanish","fof","492817","blockNr","1","f","o","60b805f47d6292141781c36e","Spanish"
"168",539.21,1195.34,"spanish","puf","492817","blockNr","1","p","u","60b805f47d6292141781c36e","Spanish"
"169",722.42,2393.6,"english","feef","492817","blockNr","1","f","i","60b805f47d6292141781c36e","Spanish"
"170",556.1,1081.56,"english","poff","492817","blockNr","1","p","o","60b805f47d6292141781c36e","Spanish"
"171",522.77,1111.43,"english","foff","492817","blockNr","1","f","o","60b805f47d6292141781c36e","Spanish"
"172",589.61,1632.76,"english","poof","492817","blockNr","1","p","u","60b805f47d6292141781c36e","Spanish"
"173",525.72,1202.14,"english","fuff","492817","blockNr","1","f","schwa","60b805f47d6292141781c36e","Spanish"
"174",587.99,1380.31,"english","poof","492817","blockNr","1","p","u","60b805f47d6292141781c36e","Spanish"
"175",596.6,2173.21,"english","peef","492817","blockNr","1","p","i","60b805f47d6292141781c36e","Spanish"
"176",500.68,1067.13,"english","fuff","492817","blockNr","1","f","schwa","60b805f47d6292141781c36e","Spanish"
"177",526.87,1062.61,"english","foff","492817","blockNr","1","f","o","60b805f47d6292141781c36e","Spanish"
"178",514.38,1048.49,"english","puff","492817","blockNr","1","p","schwa","60b805f47d6292141781c36e","Spanish"
"179",952.88,2466.28,"english","feef","492817","blockNr","1","f","i","60b805f47d6292141781c36e","Spanish"
"180",544.48,1394.36,"english","poof","492817","blockNr","1","p","u","60b805f47d6292141781c36e","Spanish"
"181",577.26,1073.81,"english","foff","492817","blockNr","1","f","o","60b805f47d6292141781c36e","Spanish"
"182",431.64,1115.92,"english","puff","492817","blockNr","1","p","schwa","60b805f47d6292141781c36e","Spanish"
"183",364,1320.03,"english","foof","492817","blockNr","1","f","u","60b805f47d6292141781c36e","Spanish"
"184",706.1,2215.72,"english","peef","492817","blockNr","1","p","i","60b805f47d6292141781c36e","Spanish"
"185",573.86,1065.41,"english","poff","492817","blockNr","1","p","o","60b805f47d6292141781c36e","Spanish"
"186",365.51,1393.63,"english","foof","492817","blockNr","1","f","u","60b805f47d6292141781c36e","Spanish"
"187",306.88,2363.36,"english","peef","492817","blockNr","1","p","i","60b805f47d6292141781c36e","Spanish"
"188",1058.13,2539.52,"english","feef","492817","blockNr","1","f","i","60b805f47d6292141781c36e","Spanish"
"189",478.46,1217.91,"english","puff","492817","blockNr","1","p","schwa","60b805f47d6292141781c36e","Spanish"
"190",623.53,1083.17,"english","poff","492817","blockNr","1","p","o","60b805f47d6292141781c36e","Spanish"
"191",465.91,1363.52,"english","fuff","492817","blockNr","1","f","schwa","60b805f47d6292141781c36e","Spanish"
"192",443.16,1274.11,"english","foof","492817","blockNr","1","f","u","60b805f47d6292141781c36e","Spanish"
"193",468.95,1149.22,"German","fof","492818","blockNr","1","f","o","5ec2a21d6053200957b486f9","Spanish"
"194",575.51,2740.79,"German","fif","492818","blockNr","1","f","i","5ec2a21d6053200957b486f9","Spanish"
"195",666.68,1471.14,"German","faf","492818","blockNr","1","f","schwa","5ec2a21d6053200957b486f9","Spanish"
"196",294.87,1363.87,"German","puf","492818","blockNr","1","p","u","5ec2a21d6053200957b486f9","Spanish"
"197",201.87,2562.16,"German","pif","492818","blockNr","1","p","i","5ec2a21d6053200957b486f9","Spanish"
"198",322.44,832.18,"German","pof","492818","blockNr","1","p","o","5ec2a21d6053200957b486f9","Spanish"
"199",676.96,1534.49,"German","paf","492818","blockNr","1","p","schwa","5ec2a21d6053200957b486f9","Spanish"
"200",331.76,912.62,"German","fof","492818","blockNr","1","f","o","5ec2a21d6053200957b486f9","Spanish"
"201",704.47,1475.74,"German","paf","492818","blockNr","1","p","schwa","5ec2a21d6053200957b486f9","Spanish"
"202",613.41,2759.62,"German","pif","492818","blockNr","1","p","i","5ec2a21d6053200957b486f9","Spanish"
"203",651.33,1482.67,"German","faf","492818","blockNr","1","f","schwa","5ec2a21d6053200957b486f9","Spanish"
"204",856.91,2586.64,"German","fif","492818","blockNr","1","f","i","5ec2a21d6053200957b486f9","Spanish"
"205",318.33,1498.82,"German","fuf","492818","blockNr","1","f","u","5ec2a21d6053200957b486f9","Spanish"
"206",287,1472.72,"German","fuf","492818","blockNr","1","f","u","5ec2a21d6053200957b486f9","Spanish"
"207",480.7,1550.89,"German","puf","492818","blockNr","1","p","u","5ec2a21d6053200957b486f9","Spanish"
"208",372.08,804.78,"German","fof","492818","blockNr","1","f","o","5ec2a21d6053200957b486f9","Spanish"
"209",237.34,877.18,"German","pof","492818","blockNr","1","p","o","5ec2a21d6053200957b486f9","Spanish"
"210",596.68,1494.88,"German","paf","492818","blockNr","1","p","schwa","5ec2a21d6053200957b486f9","Spanish"
"211",375.6,821.83,"German","pof","492818","blockNr","1","p","o","5ec2a21d6053200957b486f9","Spanish"
"212",547.24,2619.29,"German","pif","492818","blockNr","1","p","i","5ec2a21d6053200957b486f9","Spanish"
"213",324.61,1371.88,"German","puf","492818","blockNr","1","p","u","5ec2a21d6053200957b486f9","Spanish"
"214",288.36,1354.62,"German","fuf","492818","blockNr","1","f","u","5ec2a21d6053200957b486f9","Spanish"
"215",616.57,1542.12,"German","faf","492818","blockNr","1","f","schwa","5ec2a21d6053200957b486f9","Spanish"
"216",1141.9,2589.73,"German","fif","492818","blockNr","1","f","i","5ec2a21d6053200957b486f9","Spanish"
"217",421.21,1517.32,"french","faf","492818","blockNr","1","f","schwa","5ec2a21d6053200957b486f9","Spanish"
"218",815.84,1593.01,"french","fof","492818","blockNr","1","f","o","5ec2a21d6053200957b486f9","Spanish"
"219",864.42,2760.33,"french","pif","492818","blockNr","1","p","i","5ec2a21d6053200957b486f9","Spanish"
"220",356.16,1468.01,"french","puf","492818","blockNr","1","p","u","5ec2a21d6053200957b486f9","Spanish"
"221",463.69,1308.77,"french","fof","492818","blockNr","1","f","o","5ec2a21d6053200957b486f9","Spanish"
"222",307.97,1473.56,"french","fuf","492818","blockNr","1","f","u","5ec2a21d6053200957b486f9","Spanish"
"223",597.47,2559.55,"french","pif","492818","blockNr","1","p","i","5ec2a21d6053200957b486f9","Spanish"
"224",513.45,1355.77,"french","pof","492818","blockNr","1","p","o","5ec2a21d6053200957b486f9","Spanish"
"225",616.88,1712.15,"french","fuf","492818","blockNr","1","f","u","5ec2a21d6053200957b486f9","Spanish"
"226",346.75,1536.52,"french","paf","492818","blockNr","1","p","schwa","5ec2a21d6053200957b486f9","Spanish"
"227",615.3,2587.5,"french","fif","492818","blockNr","1","f","i","5ec2a21d6053200957b486f9","Spanish"
"228",372.41,1631.66,"french","puf","492818","blockNr","1","p","u","5ec2a21d6053200957b486f9","Spanish"
"229",470.42,1611,"french","paf","492818","blockNr","1","p","schwa","5ec2a21d6053200957b486f9","Spanish"
"230",1394.83,2280.88,"french","pif","492818","blockNr","1","p","i","5ec2a21d6053200957b486f9","Spanish"
"231",481.04,1392.44,"french","pof","492818","blockNr","1","p","o","5ec2a21d6053200957b486f9","Spanish"
"232",476.52,1136.74,"french","pof","492818","blockNr","1","p","o","5ec2a21d6053200957b486f9","Spanish"
"233",402.29,1476.23,"french","paf","492818","blockNr","1","p","schwa","5ec2a21d6053200957b486f9","Spanish"
"234",425.96,1330.39,"french","faf","492818","blockNr","1","f","schwa","5ec2a21d6053200957b486f9","Spanish"
"235",447.12,1330.35,"french","fof","492818","blockNr","1","f","o","5ec2a21d6053200957b486f9","Spanish"
"236",330.99,1556.47,"french","puf","492818","blockNr","1","p","u","5ec2a21d6053200957b486f9","Spanish"
"237",324.76,1602.47,"french","fuf","492818","blockNr","1","f","u","5ec2a21d6053200957b486f9","Spanish"
"238",282.1,2458.52,"french","fif","492818","blockNr","1","f","i","5ec2a21d6053200957b486f9","Spanish"
"239",676.96,1754.81,"french","faf","492818","blockNr","1","f","schwa","5ec2a21d6053200957b486f9","Spanish"
"240",601.72,2704.98,"french","fif","492818","blockNr","1","f","i","5ec2a21d6053200957b486f9","Spanish"
"241",335.62,1107.17,"english","poof","492818","blockNr","1","p","u","5ec2a21d6053200957b486f9","Spanish"
"242",262.37,2523.97,"english","feef","492818","blockNr","1","f","i","5ec2a21d6053200957b486f9","Spanish"
"243",837.64,2513.22,"english","peef","492818","blockNr","1","p","i","5ec2a21d6053200957b486f9","Spanish"
"244",408.66,1084.23,"english","foof","492818","blockNr","1","f","u","5ec2a21d6053200957b486f9","Spanish"
"245",551.64,1139.34,"english","fuff","492818","blockNr","1","f","schwa","5ec2a21d6053200957b486f9","Spanish"
"246",560.72,1087.26,"english","foff","492818","blockNr","1","f","o","5ec2a21d6053200957b486f9","Spanish"
"247",604.67,1197.38,"english","puff","492818","blockNr","1","p","schwa","5ec2a21d6053200957b486f9","Spanish"
"248",558.54,1039.86,"english","foff","492818","blockNr","1","f","o","5ec2a21d6053200957b486f9","Spanish"
"249",562.31,1152.93,"english","poff","492818","blockNr","1","p","o","5ec2a21d6053200957b486f9","Spanish"
"250",375.32,1135.37,"english","poof","492818","blockNr","1","p","u","5ec2a21d6053200957b486f9","Spanish"
"251",658.42,1503.33,"english","fuff","492818","blockNr","1","f","schwa","5ec2a21d6053200957b486f9","Spanish"
"252",554.23,1125.82,"english","poff","492818","blockNr","1","p","o","5ec2a21d6053200957b486f9","Spanish"
"253",635.1,2561.33,"english","peef","492818","blockNr","1","p","i","5ec2a21d6053200957b486f9","Spanish"
"254",588.04,1105.24,"english","puff","492818","blockNr","1","p","schwa","5ec2a21d6053200957b486f9","Spanish"
"255",556,1102.46,"english","poff","492818","blockNr","1","p","o","5ec2a21d6053200957b486f9","Spanish"
