key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_trial.keys,key_resp_trial.corr,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim1,stim2,distance,isCorrect,key_resp_trial.rt
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,0,0,5,5,8,1,stim/Step_2.wav,stim/Step_2.wav,0,0,0.8491
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,6,6,20,1,stim/Step_3.wav,stim/Step_7.wav,-4,1,1.2045
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,0,7,7,33,1,stim/Step_5.wav,stim/Step_6.wav,-1,1,0.9933
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,0,8,8,39,1,stim/Step_6.wav,stim/Step_5.wav,1,1,0.6944
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,0,9,9,27,1,stim/Step_4.wav,stim/Step_7.wav,-3,1,0.6548
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,10,10,13,1,stim/Step_2.wav,stim/Step_7.wav,-5,1,1.0286
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,11,11,37,1,stim/Step_6.wav,stim/Step_3.wav,3,1,1.3361
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,1,0,12,12,24,1,stim/Step_4.wav,stim/Step_4.wav,0,0,1.2069
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,13,13,11,1,stim/Step_2.wav,stim/Step_5.wav,-3,1,0.8522
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,0,14,14,46,1,stim/Step_7.wav,stim/Step_5.wav,2,1,1.1277
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,15,15,45,1,stim/Step_7.wav,stim/Step_4.wav,3,1,0.9366
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,16,16,10,1,stim/Step_2.wav,stim/Step_4.wav,-2,1,1.4016
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,17,17,7,1,stim/Step_2.wav,stim/Step_1.wav,1,1,0.9846
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,0,18,18,43,1,stim/Step_7.wav,stim/Step_2.wav,5,1,0.8569
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,19,19,25,1,stim/Step_4.wav,stim/Step_5.wav,-1,1,0.7844
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,20,20,5,1,stim/Step_1.wav,stim/Step_6.wav,-5,1,0.6899
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,0,0,21,21,48,1,stim/Step_7.wav,stim/Step_7.wav,0,0,0.9172
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,0,22,22,31,1,stim/Step_5.wav,stim/Step_4.wav,1,1,0.9846
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,23,23,15,1,stim/Step_3.wav,stim/Step_2.wav,1,1,0.8411
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,24,24,19,1,stim/Step_3.wav,stim/Step_6.wav,-3,1,0.8863
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,25,25,42,1,stim/Step_7.wav,stim/Step_1.wav,6,1,0.6972
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,26,26,1,1,stim/Step_1.wav,stim/Step_2.wav,-1,1,1.2734
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,0,27,27,30,1,stim/Step_5.wav,stim/Step_3.wav,2,1,0.757
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,28,28,2,1,stim/Step_1.wav,stim/Step_3.wav,-2,1,1.3714
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,29,29,6,1,stim/Step_1.wav,stim/Step_7.wav,-6,1,0.9003
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,30,30,35,1,stim/Step_6.wav,stim/Step_1.wav,5,1,0.9479
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,31,31,4,1,stim/Step_1.wav,stim/Step_5.wav,-4,1,0.8261
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,0,0,32,32,16,1,stim/Step_3.wav,stim/Step_3.wav,0,0,0.7509
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,0,33,33,38,1,stim/Step_6.wav,stim/Step_4.wav,2,1,1.0177
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,34,34,36,1,stim/Step_6.wav,stim/Step_2.wav,4,1,0.7509
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,35,35,29,1,stim/Step_5.wav,stim/Step_2.wav,3,1,0.9514
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,36,36,28,1,stim/Step_5.wav,stim/Step_1.wav,4,1,0.8185
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,37,37,22,1,stim/Step_4.wav,stim/Step_2.wav,2,1,0.7096
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,0,0,38,38,40,1,stim/Step_6.wav,stim/Step_6.wav,0,0,1.035
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,39,39,3,1,stim/Step_1.wav,stim/Step_4.wav,-3,1,0.8576
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,40,40,26,1,stim/Step_4.wav,stim/Step_6.wav,-2,1,0.8703
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,41,41,14,1,stim/Step_3.wav,stim/Step_1.wav,2,1,0.9452
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,42,42,12,1,stim/Step_2.wav,stim/Step_6.wav,-4,1,1.0672
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,43,43,44,1,stim/Step_7.wav,stim/Step_3.wav,4,1,0.8597
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,0,44,44,21,1,stim/Step_4.wav,stim/Step_1.wav,3,1,0.9593
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,0,45,45,47,1,stim/Step_7.wav,stim/Step_6.wav,1,1,0.8228
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,0,0,46,46,32,1,stim/Step_5.wav,stim/Step_5.wav,0,0,0.8109
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,0,47,47,17,1,stim/Step_3.wav,stim/Step_4.wav,-1,1,0.9183
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,0,48,48,34,1,stim/Step_5.wav,stim/Step_7.wav,-2,1,1.0515
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,0,49,29,1,stim/Step_5.wav,stim/Step_2.wav,3,1,1.0203
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,1,1,50,2,1,stim/Step_1.wav,stim/Step_3.wav,-2,1,1.0515
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,1,2,51,1,1,stim/Step_1.wav,stim/Step_2.wav,-1,1,1.5679
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,3,52,43,1,stim/Step_7.wav,stim/Step_2.wav,5,1,1.1303
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,1,4,53,17,1,stim/Step_3.wav,stim/Step_4.wav,-1,1,1.17
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,5,54,39,1,stim/Step_6.wav,stim/Step_5.wav,1,1,1.0879
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,6,55,9,1,stim/Step_2.wav,stim/Step_3.wav,-1,1,1.2258
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,1,7,56,25,1,stim/Step_4.wav,stim/Step_5.wav,-1,1,1.0389
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,8,57,37,1,stim/Step_6.wav,stim/Step_3.wav,3,1,1.058
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,9,58,12,1,stim/Step_2.wav,stim/Step_6.wav,-4,1,0.9022
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,10,59,22,1,stim/Step_4.wav,stim/Step_2.wav,2,1,0.9345
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,11,60,10,1,stim/Step_2.wav,stim/Step_4.wav,-2,1,0.8071
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,12,61,42,1,stim/Step_7.wav,stim/Step_1.wav,6,1,0.8694
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,13,62,19,1,stim/Step_3.wav,stim/Step_6.wav,-3,1,1.087
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,1,14,63,47,1,stim/Step_7.wav,stim/Step_6.wav,1,1,0.7036
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,15,64,6,1,stim/Step_1.wav,stim/Step_7.wav,-6,1,1.0236
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,16,65,20,1,stim/Step_3.wav,stim/Step_7.wav,-4,1,2.2063
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,17,66,41,1,stim/Step_6.wav,stim/Step_7.wav,-1,1,1.4582
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,1,1,18,67,24,1,stim/Step_4.wav,stim/Step_4.wav,0,0,0.8012
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,19,68,7,1,stim/Step_2.wav,stim/Step_1.wav,1,1,1.0023
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,1,1,20,69,16,1,stim/Step_3.wav,stim/Step_3.wav,0,0,0.9687
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,0,1,21,70,8,1,stim/Step_2.wav,stim/Step_2.wav,0,0,0.6523
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,22,71,44,1,stim/Step_7.wav,stim/Step_3.wav,4,1,0.8401
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,1,23,72,34,1,stim/Step_5.wav,stim/Step_7.wav,-2,1,0.6921
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,24,73,4,1,stim/Step_1.wav,stim/Step_5.wav,-4,1,1.0355
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,25,74,45,1,stim/Step_7.wav,stim/Step_4.wav,3,1,0.7779
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,26,75,11,1,stim/Step_2.wav,stim/Step_5.wav,-3,1,0.8324
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,0,1,27,76,32,1,stim/Step_5.wav,stim/Step_5.wav,0,0,0.8012
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,0,1,28,77,0,1,stim/Step_1.wav,stim/Step_1.wav,0,0,0.7703
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,1,29,78,21,1,stim/Step_4.wav,stim/Step_1.wav,3,1,0.7149
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,30,79,35,1,stim/Step_6.wav,stim/Step_1.wav,5,1,0.7702
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,31,80,13,1,stim/Step_2.wav,stim/Step_7.wav,-5,1,0.8185
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,32,81,31,1,stim/Step_5.wav,stim/Step_4.wav,1,1,0.9887
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,33,82,38,1,stim/Step_6.wav,stim/Step_4.wav,2,1,1.0845
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,34,83,5,1,stim/Step_1.wav,stim/Step_6.wav,-5,1,0.6275
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,35,84,36,1,stim/Step_6.wav,stim/Step_2.wav,4,1,0.8021
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,0,1,36,85,48,1,stim/Step_7.wav,stim/Step_7.wav,0,0,0.7845
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,1,37,86,33,1,stim/Step_5.wav,stim/Step_6.wav,-1,1,0.8047
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,1,38,87,18,1,stim/Step_3.wav,stim/Step_5.wav,-2,1,0.6185
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,0,1,39,88,40,1,stim/Step_6.wav,stim/Step_6.wav,0,0,0.9346
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,40,89,27,1,stim/Step_4.wav,stim/Step_7.wav,-3,1,0.6011
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,1,1,1,41,90,14,1,stim/Step_3.wav,stim/Step_1.wav,2,1,0.9793
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,42,91,28,1,stim/Step_5.wav,stim/Step_1.wav,4,1,0.9307
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,43,92,15,1,stim/Step_3.wav,stim/Step_2.wav,1,1,1.0883
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,44,93,3,1,stim/Step_1.wav,stim/Step_4.wav,-3,1,0.9078
,,,,,,,,,,,,5dc86f46292aaa5da9d04d55,001,2022-03-09_15h12.05.501,vct_new,2021.2.3,Win32,59.85873339,0,0,1,45,94,46,1,stim/Step_7.wav,stim/Step_5.wav,2,1,1.1184
