"","X","f1e","f2e","language","participant","text","group","consonant","phoneme","prolific_id","l2_ao","l2_aoa","l2_prof_production","l2_prof_perception"
"7301",7109,774.59,1263.52,"spanish",499438,"faf","L1 Spanish bilingual","f","a","5d4ba0be2fe36d00163e73db","11","14",5,5
"7302",7110,635.8,932,"spanish",499438,"fof","L1 Spanish bilingual","f","o","5d4ba0be2fe36d00163e73db","11","14",5,5
"7303",7111,433.9,808.19,"spanish",499438,"puf","L1 Spanish bilingual","p","u","5d4ba0be2fe36d00163e73db","11","14",5,5
"7304",7112,633.87,2062.18,"spanish",499438,"fif","L1 Spanish bilingual","f","i","5d4ba0be2fe36d00163e73db","11","14",5,5
"7305",7113,698.72,2273.34,"spanish",499438,"fuf","L1 Spanish bilingual","f","u","5d4ba0be2fe36d00163e73db","11","14",5,5
"7306",7114,784.99,1214.18,"spanish",499438,"faf","L1 Spanish bilingual","f","a","5d4ba0be2fe36d00163e73db","11","14",5,5
"7307",7115,603.23,2088.74,"spanish",499438,"pif","L1 Spanish bilingual","p","i","5d4ba0be2fe36d00163e73db","11","14",5,5
"7308",7116,653.15,962.08,"spanish",499438,"fof","L1 Spanish bilingual","f","o","5d4ba0be2fe36d00163e73db","11","14",5,5
"7309",7117,779.79,1139.93,"spanish",499438,"faf","L1 Spanish bilingual","f","a","5d4ba0be2fe36d00163e73db","11","14",5,5
"7310",7118,788.58,1157.08,"spanish",499438,"paf","L1 Spanish bilingual","p","a","5d4ba0be2fe36d00163e73db","11","14",5,5
"7311",7119,622.52,870.46,"spanish",499438,"fof","L1 Spanish bilingual","f","o","5d4ba0be2fe36d00163e73db","11","14",5,5
"7312",7120,946.05,2319.35,"spanish",499438,"fif","L1 Spanish bilingual","f","i","5d4ba0be2fe36d00163e73db","11","14",5,5
"7313",7121,618.4,944.48,"spanish",499438,"pof","L1 Spanish bilingual","p","o","5d4ba0be2fe36d00163e73db","11","14",5,5
"7314",7122,463.9,1640.92,"spanish",499438,"fuf","L1 Spanish bilingual","f","u","5d4ba0be2fe36d00163e73db","11","14",5,5
"7315",7123,807.99,1272.57,"spanish",499438,"paf","L1 Spanish bilingual","p","a","5d4ba0be2fe36d00163e73db","11","14",5,5
"7316",7124,559.52,1510.1,"spanish",499438,"puf","L1 Spanish bilingual","p","u","5d4ba0be2fe36d00163e73db","11","14",5,5
"7317",7125,655.2,2079.19,"spanish",499438,"pif","L1 Spanish bilingual","p","i","5d4ba0be2fe36d00163e73db","11","14",5,5
"7318",7126,472.57,1154.54,"spanish",499438,"puf","L1 Spanish bilingual","p","u","5d4ba0be2fe36d00163e73db","11","14",5,5
"7319",7127,673.52,2153.34,"spanish",499438,"fuf","L1 Spanish bilingual","f","u","5d4ba0be2fe36d00163e73db","11","14",5,5
"7320",7128,505.76,1829.86,"french",499441,"paf","L1 Spanish bilingual","p","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7321",7129,644.22,1144.07,"french",499441,"fof","L1 Spanish bilingual","f","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7322",7130,382.86,1853.15,"french",499441,"fuf","L1 Spanish bilingual","f","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7323",7131,594.91,1155.96,"french",499441,"fof","L1 Spanish bilingual","f","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7324",7132,474.77,1912.28,"french",499441,"faf","L1 Spanish bilingual","f","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7325",7133,457.5,1820.92,"french",499441,"fof","L1 Spanish bilingual","f","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7326",7134,280.38,2071.31,"french",499441,"pif","L1 Spanish bilingual","p","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7327",7135,601.48,1697.04,"french",499441,"faf","L1 Spanish bilingual","f","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7328",7136,593.73,1736.74,"french",499441,"puf","L1 Spanish bilingual","p","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7329",7137,448,1886.7,"french",499441,"paf","L1 Spanish bilingual","p","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7330",7138,734.44,1335.94,"french",499441,"pof","L1 Spanish bilingual","p","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7331",7139,635.11,1523.76,"french",499441,"pof","L1 Spanish bilingual","p","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7332",7140,265.63,1973.87,"french",499441,"pif","L1 Spanish bilingual","p","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7333",7141,674.83,2183.8,"french",499441,"fif","L1 Spanish bilingual","f","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7334",7142,392.27,1701.69,"french",499441,"puf","L1 Spanish bilingual","p","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7335",7143,568.69,2311.88,"french",499441,"pif","L1 Spanish bilingual","p","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7336",7144,508.79,1813.35,"french",499441,"faf","L1 Spanish bilingual","f","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7337",7145,413.24,2264.88,"french",499441,"fif","L1 Spanish bilingual","f","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7338",7146,323.85,2132.62,"french",499441,"fuf","L1 Spanish bilingual","f","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7339",7147,395.62,2072.81,"french",499441,"fif","L1 Spanish bilingual","f","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7340",7148,671.29,2020.83,"french",499441,"puf","L1 Spanish bilingual","p","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7341",7149,343.52,2089.38,"french",499441,"fuf","L1 Spanish bilingual","f","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7342",7150,485.3,2056.15,"french",499441,"paf","L1 Spanish bilingual","p","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7343",7151,706.97,1212.45,"french",499441,"pof","L1 Spanish bilingual","p","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7344",7152,420.22,893.29,"German",499441,"pof","L1 Spanish bilingual","p","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7345",7153,784.17,1473.82,"German",499441,"paf","L1 Spanish bilingual","p","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7346",7154,366.57,2208.72,"German",499441,"fif","L1 Spanish bilingual","f","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7347",7155,775.42,1519.08,"German",499441,"faf","L1 Spanish bilingual","f","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7348",7156,418.43,1750.74,"German",499441,"fuf","L1 Spanish bilingual","f","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7349",7157,603.85,2003.52,"German",499441,"fif","L1 Spanish bilingual","f","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7350",7158,302.96,2028.33,"German",499441,"fif","L1 Spanish bilingual","f","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7351",7159,480.09,949.77,"German",499441,"fof","L1 Spanish bilingual","f","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7352",7160,761.76,1389.82,"German",499441,"paf","L1 Spanish bilingual","p","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7353",7161,522.75,2391.6,"German",499441,"pif","L1 Spanish bilingual","p","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7354",7162,328.62,2417.75,"German",499441,"pif","L1 Spanish bilingual","p","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7355",7163,463.31,930.6,"German",499441,"pof","L1 Spanish bilingual","p","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7356",7164,402.76,1410.03,"German",499441,"fuf","L1 Spanish bilingual","f","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7357",7165,781.34,1393.77,"German",499441,"paf","L1 Spanish bilingual","p","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7358",7166,532.8,1120.77,"German",499441,"fof","L1 Spanish bilingual","f","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7359",7167,413.25,1561.41,"German",499441,"puf","L1 Spanish bilingual","p","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7360",7168,361.33,1686.02,"German",499441,"puf","L1 Spanish bilingual","p","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7361",7169,457.01,2036.74,"German",499441,"fuf","L1 Spanish bilingual","f","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7362",7170,695.88,1499.19,"German",499441,"faf","L1 Spanish bilingual","f","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7363",7171,660.26,2307,"German",499441,"pif","L1 Spanish bilingual","p","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7364",7172,579.41,1105.57,"German",499441,"fof","L1 Spanish bilingual","f","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7365",7173,689.3,1483.71,"German",499441,"faf","L1 Spanish bilingual","f","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7366",7174,514.96,926.79,"German",499441,"pof","L1 Spanish bilingual","p","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7367",7175,1046.01,2035.34,"German",499441,"puf","L1 Spanish bilingual","p","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7368",7176,456.94,916.96,"spanish",499441,"fuf","L1 Spanish bilingual","f","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7369",7177,354.46,2181.96,"spanish",499441,"fif","L1 Spanish bilingual","f","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7370",7178,453.48,862.39,"spanish",499441,"puf","L1 Spanish bilingual","p","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7371",7179,608.32,974.19,"spanish",499441,"pof","L1 Spanish bilingual","p","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7372",7180,364.58,2104.27,"spanish",499441,"fif","L1 Spanish bilingual","f","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7373",7181,807.64,1487.42,"spanish",499441,"faf","L1 Spanish bilingual","f","a","613a3f32a52f4d656d45bff7","8","12",6,5
"7374",7182,385.65,2225.27,"spanish",499441,"fif","L1 Spanish bilingual","f","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7375",7183,340.42,2324.61,"spanish",499441,"pif","L1 Spanish bilingual","p","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7376",7184,805.82,1436.98,"spanish",499441,"paf","L1 Spanish bilingual","p","a","613a3f32a52f4d656d45bff7","8","12",6,5
"7377",7185,416,2296.93,"spanish",499441,"pif","L1 Spanish bilingual","p","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7378",7186,439.82,970.52,"spanish",499441,"fuf","L1 Spanish bilingual","f","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7379",7187,719.11,1419,"spanish",499441,"faf","L1 Spanish bilingual","f","a","613a3f32a52f4d656d45bff7","8","12",6,5
"7380",7188,596.47,923.44,"spanish",499441,"pof","L1 Spanish bilingual","p","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7381",7189,776.84,1399.69,"spanish",499441,"paf","L1 Spanish bilingual","p","a","613a3f32a52f4d656d45bff7","8","12",6,5
"7382",7190,625.24,1007.66,"spanish",499441,"fof","L1 Spanish bilingual","f","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7383",7191,648.33,1028.02,"spanish",499441,"fof","L1 Spanish bilingual","f","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7384",7192,503.2,854.38,"spanish",499441,"puf","L1 Spanish bilingual","p","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7385",7193,482.14,821.78,"spanish",499441,"fuf","L1 Spanish bilingual","f","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7386",7194,776.68,1383.32,"spanish",499441,"faf","L1 Spanish bilingual","f","a","613a3f32a52f4d656d45bff7","8","12",6,5
"7387",7195,549.21,2022.88,"spanish",499441,"puf","L1 Spanish bilingual","p","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7388",7196,571.43,950.33,"spanish",499441,"pof","L1 Spanish bilingual","p","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7389",7197,829.33,1485.81,"spanish",499441,"paf","L1 Spanish bilingual","p","a","613a3f32a52f4d656d45bff7","8","12",6,5
"7390",7198,670.33,1059.29,"spanish",499441,"fof","L1 Spanish bilingual","f","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7391",7199,350.63,2260.55,"spanish",499441,"pif","L1 Spanish bilingual","p","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7392",7200,479.93,1122.61,"english",499441,"foof","L1 Spanish bilingual","f","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7393",7201,668,2184.26,"english",499441,"feef","L1 Spanish bilingual","f","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7394",7202,395.92,2257.21,"english",499441,"peef","L1 Spanish bilingual","p","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7395",7203,710.27,1076.79,"english",499441,"poff","L1 Spanish bilingual","p","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7396",7204,445.27,936.44,"english",499441,"poof","L1 Spanish bilingual","p","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7397",7205,692.87,1178.63,"english",499441,"poff","L1 Spanish bilingual","p","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7398",7206,488.33,833.77,"english",499441,"poof","L1 Spanish bilingual","p","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7399",7207,369.38,2153.55,"english",499441,"feef","L1 Spanish bilingual","f","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7400",7208,653.2,1102.8,"english",499441,"foff","L1 Spanish bilingual","f","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7401",7209,339.1,2316.97,"english",499441,"peef","L1 Spanish bilingual","p","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7402",7210,731.87,1443.15,"english",499441,"fuff","L1 Spanish bilingual","f","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7403",7211,558.47,955.45,"english",499441,"foof","L1 Spanish bilingual","f","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7404",7212,704.93,1172.05,"english",499441,"foff","L1 Spanish bilingual","f","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7405",7213,508.04,917.87,"english",499441,"fuff","L1 Spanish bilingual","f","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7406",7214,377.41,2246.1,"english",499441,"peef","L1 Spanish bilingual","p","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7407",7215,667.59,1074.83,"english",499441,"foff","L1 Spanish bilingual","f","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7408",7216,729.71,1325.82,"english",499441,"puff","L1 Spanish bilingual","p","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7409",7217,703.23,1494.51,"english",499441,"fuff","L1 Spanish bilingual","f","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7410",7218,478.42,1034.36,"english",499441,"foof","L1 Spanish bilingual","f","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7411",7219,634.12,2320.23,"english",499441,"feef","L1 Spanish bilingual","f","i","613a3f32a52f4d656d45bff7","8","12",6,5
"7412",7220,756.39,1493.46,"english",499441,"puff","L1 Spanish bilingual","p","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7413",7221,637.96,1266.74,"english",499441,"poff","L1 Spanish bilingual","p","o","613a3f32a52f4d656d45bff7","8","12",6,5
"7414",7222,561.81,932.94,"english",499441,"puff","L1 Spanish bilingual","p","schwa","613a3f32a52f4d656d45bff7","8","12",6,5
"7415",7223,494.18,1468.75,"english",499441,"poof","L1 Spanish bilingual","p","u","613a3f32a52f4d656d45bff7","8","12",6,5
"7416",7224,585.98,1125.45,"German",499444,"faf","L1 Spanish bilingual","f","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7417",7225,417.53,1737.69,"German",499444,"fuf","L1 Spanish bilingual","f","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7418",7226,525.64,2123.61,"German",499444,"fif","L1 Spanish bilingual","f","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7419",7227,370.81,1983.22,"German",499444,"fif","L1 Spanish bilingual","f","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7420",7228,536.72,1232.4,"German",499444,"paf","L1 Spanish bilingual","p","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7421",7229,332.02,1980.01,"German",499444,"fif","L1 Spanish bilingual","f","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7422",7230,391.75,1108.21,"German",499444,"pof","L1 Spanish bilingual","p","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7423",7231,426.9,1180.23,"German",499444,"fuf","L1 Spanish bilingual","f","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7424",7232,581.23,1487.86,"German",499444,"faf","L1 Spanish bilingual","f","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7425",7233,391.76,1509.63,"German",499444,"puf","L1 Spanish bilingual","p","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7426",7234,388.67,831.26,"German",499444,"fof","L1 Spanish bilingual","f","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7427",7235,555.3,1147.56,"German",499444,"paf","L1 Spanish bilingual","p","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7428",7236,379.11,1749.98,"German",499444,"fuf","L1 Spanish bilingual","f","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7429",7237,372.33,1542.64,"German",499444,"pof","L1 Spanish bilingual","p","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7430",7238,461.28,1233.25,"German",499444,"fof","L1 Spanish bilingual","f","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7431",7239,372.08,1609.04,"German",499444,"puf","L1 Spanish bilingual","p","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7432",7240,430.61,2164.07,"German",499444,"pif","L1 Spanish bilingual","p","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7433",7241,329.77,2157.9,"German",499444,"pif","L1 Spanish bilingual","p","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7434",7242,385.87,920.96,"German",499444,"fof","L1 Spanish bilingual","f","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7435",7243,317.36,2114.01,"German",499444,"pif","L1 Spanish bilingual","p","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7436",7244,397.23,945.78,"German",499444,"pof","L1 Spanish bilingual","p","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7437",7245,398.53,1231.07,"German",499444,"puf","L1 Spanish bilingual","p","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7438",7246,547.94,1052.45,"German",499444,"faf","L1 Spanish bilingual","f","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7439",7247,625.94,1382.26,"German",499444,"paf","L1 Spanish bilingual","p","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7440",7248,367.63,1233.1,"french",499444,"puf","L1 Spanish bilingual","p","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7441",7249,468.24,1153.55,"french",499444,"pof","L1 Spanish bilingual","p","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7442",7250,319.53,1934.49,"french",499444,"pif","L1 Spanish bilingual","p","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7443",7251,459.41,1511.26,"french",499444,"paf","L1 Spanish bilingual","p","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7444",7252,467.31,1330.53,"french",499444,"faf","L1 Spanish bilingual","f","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7445",7253,441.37,1380.35,"french",499444,"faf","L1 Spanish bilingual","f","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7446",7254,482.84,1365.62,"french",499444,"paf","L1 Spanish bilingual","p","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7447",7255,563.84,1689.92,"french",499444,"fuf","L1 Spanish bilingual","f","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7448",7256,454.47,1084.51,"french",499444,"fof","L1 Spanish bilingual","f","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7449",7257,332.15,1968.43,"french",499444,"fif","L1 Spanish bilingual","f","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7450",7258,510.47,1178.54,"french",499444,"fof","L1 Spanish bilingual","f","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7451",7259,478.63,1374.2,"french",499444,"faf","L1 Spanish bilingual","f","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7452",7260,480.89,1139.63,"french",499444,"pof","L1 Spanish bilingual","p","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7453",7261,382.13,1519.06,"french",499444,"fuf","L1 Spanish bilingual","f","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7454",7262,399,1928.32,"french",499444,"fif","L1 Spanish bilingual","f","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7455",7263,355.99,1964.94,"french",499444,"pif","L1 Spanish bilingual","p","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7456",7264,480.23,1179.6,"french",499444,"pof","L1 Spanish bilingual","p","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7457",7265,382.82,1143.95,"french",499444,"puf","L1 Spanish bilingual","p","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7458",7266,444.9,1466.05,"french",499444,"paf","L1 Spanish bilingual","p","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7459",7267,341.94,1920.01,"french",499444,"fuf","L1 Spanish bilingual","f","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7460",7268,472.03,1251.05,"french",499444,"fof","L1 Spanish bilingual","f","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7461",7269,333.26,1959.9,"french",499444,"pif","L1 Spanish bilingual","p","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7462",7270,334.89,2001.28,"french",499444,"fif","L1 Spanish bilingual","f","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7463",7271,370.75,1269.17,"french",499444,"puf","L1 Spanish bilingual","p","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7464",7272,341.2,1191.48,"english",499444,"poof","L1 Spanish bilingual","p","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7465",7273,517.7,1057.45,"english",499444,"foff","L1 Spanish bilingual","f","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7466",7274,365.85,1016.61,"english",499444,"foof","L1 Spanish bilingual","f","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7467",7275,525.63,1125.12,"english",499444,"foff","L1 Spanish bilingual","f","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7468",7276,310.57,2022.79,"english",499444,"peef","L1 Spanish bilingual","p","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7469",7277,500.35,1019.46,"english",499444,"foff","L1 Spanish bilingual","f","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7470",7278,536.07,1098.77,"english",499444,"fuff","L1 Spanish bilingual","f","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7471",7279,319.21,1994.08,"english",499444,"peef","L1 Spanish bilingual","p","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7472",7280,550.93,1085.36,"english",499444,"poff","L1 Spanish bilingual","p","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7473",7281,555.14,1085.06,"english",499444,"fuff","L1 Spanish bilingual","f","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7474",7282,475,1132.23,"english",499444,"poff","L1 Spanish bilingual","p","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7475",7283,348.7,1999.36,"english",499444,"feef","L1 Spanish bilingual","f","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7476",7284,365.83,1039.21,"english",499444,"poof","L1 Spanish bilingual","p","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7477",7285,312.52,1180.34,"english",499444,"foof","L1 Spanish bilingual","f","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7478",7286,373.85,1974.29,"english",499444,"feef","L1 Spanish bilingual","f","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7479",7287,569.25,1090.41,"english",499444,"puff","L1 Spanish bilingual","p","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7480",7288,513.97,1176.45,"english",499444,"puff","L1 Spanish bilingual","p","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7481",7289,369.72,1158.49,"english",499444,"foof","L1 Spanish bilingual","f","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7482",7290,341.66,1965.04,"english",499444,"peef","L1 Spanish bilingual","p","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7483",7291,389.28,1026.6,"english",499444,"poof","L1 Spanish bilingual","p","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7484",7292,536.64,1094.57,"english",499444,"puff","L1 Spanish bilingual","p","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7485",7293,571.79,1118.43,"english",499444,"fuff","L1 Spanish bilingual","f","schwa","5f6c343552bdce1aedca6ae1","9","17",5,5
"7486",7294,523.94,1039.41,"english",499444,"poff","L1 Spanish bilingual","p","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7487",7295,379.35,2072.34,"english",499444,"feef","L1 Spanish bilingual","f","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7488",7296,382.89,749.49,"spanish",499444,"puf","L1 Spanish bilingual","p","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7489",7297,686.06,1235.25,"spanish",499444,"paf","L1 Spanish bilingual","p","a","5f6c343552bdce1aedca6ae1","9","17",5,5
"7490",7298,516.57,987.53,"spanish",499444,"pof","L1 Spanish bilingual","p","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7491",7299,638.13,1144.38,"spanish",499444,"faf","L1 Spanish bilingual","f","a","5f6c343552bdce1aedca6ae1","9","17",5,5
"7492",7300,477.79,957.1,"spanish",499444,"fof","L1 Spanish bilingual","f","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7493",7301,381.07,2120.16,"spanish",499444,"pif","L1 Spanish bilingual","p","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7494",7302,832.81,1567.3,"spanish",499444,"fuf","L1 Spanish bilingual","f","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7495",7303,355.43,2021.21,"spanish",499444,"pif","L1 Spanish bilingual","p","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7496",7304,939.88,2334.82,"spanish",499444,"fif","L1 Spanish bilingual","f","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7497",7305,396.08,739.11,"spanish",499444,"puf","L1 Spanish bilingual","p","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7498",7306,501.74,849.95,"spanish",499444,"fof","L1 Spanish bilingual","f","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7499",7307,375.52,2070.28,"spanish",499444,"fif","L1 Spanish bilingual","f","i","5f6c343552bdce1aedca6ae1","9","17",5,5
"7500",7308,804.51,1216.77,"spanish",499444,"paf","L1 Spanish bilingual","p","a","5f6c343552bdce1aedca6ae1","9","17",5,5
"7501",7309,399.84,753.44,"spanish",499444,"fuf","L1 Spanish bilingual","f","u","5f6c343552bdce1aedca6ae1","9","17",5,5
"7502",7310,480.98,973.5,"spanish",499444,"pof","L1 Spanish bilingual","p","o","5f6c343552bdce1aedca6ae1","9","17",5,5
"7503",7311,811.78,1028.02,"spanish",499444,"faf","L1 Spanish bilingual","f","a","5f6c343552bdce1aedca6ae1","9","17",5,5
