stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ins.started,ins.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,fun.started,fun.stopped,fought.started,fought.stopped,feel.started,feel.stopped,fool.started,fool.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_6.started,text_6.stopped,fun_2.started,fun_2.stopped,fought_2.started,fought_2.stopped,feel_2.started,feel_2.stopped,fool_2.started,fool_2.stopped,son_2.started,son_2.stopped,su_2.started,su_2.stopped,fin_2.started,fin_2.stopped,instructions_task_2.started,instructions_task_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,stimulus_2.started,stimulus_2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/pief_g.wav,1,0,8,1,,,,,,,,,,,,,,,,,,,,,28.00794079201296,None,28.00794079201296,None,28.00794079201296,None,28.00794079201296,None,28.00794079201296,None,28.00794079201296,None,28.00794079201296,None,27.77346562501043,None,5,1.6409281250089407,27.77346562501043,None,28.056971146209982,None,27.77346562501043,27.974234333989443,3.9955555555555557,0.7146779170143418,29.44014408401563,None,29.44014408401563,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/pof_g.wav,1,1,9,0,,,,,,,,,,,,,,,,,,,,,30.407340459001716,None,30.407340459001716,None,30.407340459001716,None,30.407340459001716,None,30.407340459001716,None,30.407340459001716,None,30.407340459001716,None,30.173392666998552,None,7,1.2749764579930343,30.173392666998552,None,30.45745364621107,None,30.173392666998552,30.374266208993504,4.804444444444444,1.0979870000155643,31.473581792000914,None,31.473581792000914,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/peuf_g.wav,1,2,10,2,,,,,,,,,,,,,,,,,,,,,32.82463016701513,None,32.82463016701513,None,32.82463016701513,None,32.82463016701513,None,32.82463016701513,None,32.82463016701513,None,32.82463016701513,None,32.59034475000226,None,4,1.2431807079992723,32.59034475000226,None,32.87402147919929,None,32.59034475000226,32.78961037500994,3.2800000000000002,0.4813440829748288,33.85730104200775,None,33.85730104200775,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/fof_g.wav,1,3,11,4,,,,,,,,,,,,,,,,,,,,,34.59014945899253,None,34.59014945899253,None,34.59014945899253,None,34.59014945899253,None,34.59014945899253,None,34.59014945899253,None,34.59014945899253,None,34.35700399999041,None,2,0.8812766670016572,34.35700399999041,None,34.640337938189624,None,34.35700399999041,34.57437695900444,3.2800000000000002,0.5634547919908073,35.25733570900047,None,35.25733570900047,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/fief_g.wav,1,4,12,5,,,,,,,,,,,,,,,,,,,,,36.07369991700398,None,36.07369991700398,None,36.07369991700398,None,36.07369991700398,None,36.07369991700398,None,36.07369991700398,None,36.07369991700398,None,35.840270374988904,None,1,1.2210936670016963,35.840270374988904,None,36.12421068820695,None,35.840270374988904,36.040857417014195,3.2800000000000002,0.5300793340138625,37.105476500000805,None,37.105476500000805,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/p_schwa_g.wav,1,5,13,3,,,,,,,,,,,,,,,,,,,,,37.873622709012125,None,37.873622709012125,None,37.873622709012125,None,37.873622709012125,None,37.873622709012125,None,37.873622709012125,None,37.873622709012125,None,37.640413709013956,None,4,1.4209164990170393,37.640413709013956,None,37.92375702120771,None,37.640413709013956,37.84098079201067,3.942222222222222,0.4477864590007812,39.090252499998314,None,39.090252499998314,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/feuf_g.wav,1,6,14,6,,,,,,,,,,,,,,,,,,,,,39.790430499997456,None,39.790430499997456,None,39.790430499997456,None,39.790430499997456,None,39.790430499997456,None,39.790430499997456,None,39.790430499997456,None,39.5570906669891,None,7,1.5052699990046676,39.5570906669891,None,39.83996556318889,None,39.5570906669891,39.75696600001538,3.942222222222222,0.39784720898023807,41.09053441698779,None,41.09053441698779,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/f_schwa_g.wav,1,7,15,7,,,,,,,,,,,,,,,,,,,,,41.74029545899248,None,41.74029545899248,None,41.74029545899248,None,41.74029545899248,None,41.74029545899248,None,41.74029545899248,None,41.74029545899248,None,41.50720187500701,None,3,2.4800969579955563,41.50720187500701,None,41.78981593819626,None,41.50720187500701,41.708058249991154,3.591111111111111,0.8978697499842383,44.00717575001181,None,44.00717575001181,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/pof_g.wav,2,0,16,0,,,,,,,,,,,,,,,,,,,,,45.15748091699788,None,45.15748091699788,None,45.15748091699788,None,45.15748091699788,None,45.15748091699788,None,45.15748091699788,None,45.15748091699788,None,44.92382200001157,None,4,1.3354504169838037,44.92382200001157,None,45.207329813195976,None,44.92382200001157,45.12470641700202,2.951111111111111,0.39851358300074935,46.29056737499195,None,46.29056737499195,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/f_schwa_g.wav,2,1,17,7,,,,,,,,,,,,,,,,,,,,,46.94037399999797,None,46.94037399999797,None,46.94037399999797,None,46.94037399999797,None,46.94037399999797,None,46.94037399999797,None,46.94037399999797,None,46.706322292011464,None,2,1.3099852919986006,46.706322292011464,None,46.99045914619055,None,46.706322292011464,46.90787779199309,3.497777777777778,0.46413912501884624,48.040494374989066,None,48.040494374989066,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/p_schwa_g.wav,2,2,18,3,,,,,,,,,,,,,,,,,,,,,48.75772841699654,None,48.75772841699654,None,48.75772841699654,None,48.75772841699654,None,48.75772841699654,None,48.75772841699654,None,48.75772841699654,None,48.523689416993875,None,3,1.1526112080027815,48.523689416993875,None,48.8071353962092,None,48.523689416993875,48.72442795900861,4.311111111111111,0.5973212920071092,49.707146500004455,None,49.707146500004455,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/fief_g.wav,2,3,19,5,,,,,,,,,,,,,,,,,,,,,50.55731020899839,None,50.55731020899839,None,50.55731020899839,None,50.55731020899839,None,50.55731020899839,None,50.55731020899839,None,50.55731020899839,None,50.32391495900811,None,1,0.8634867500222754,50.32391495900811,None,50.60713939619891,None,50.32391495900811,50.52415599999949,4.311111111111111,0.46458933301619254,51.20737516699592,None,51.20737516699592,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/pief_g.wav,2,4,20,1,,,,,,,,,,,,,,,,,,,,,51.923944917012705,None,51.923944917012705,None,51.923944917012705,None,51.923944917012705,None,51.923944917012705,None,51.923944917012705,None,51.923944917012705,None,51.69058591700741,None,4,4.786266332986997,51.69058591700741,None,51.97443485420954,None,51.69058591700741,51.89093283400871,4.311111111111111,0.5315159999881871,56.50743933400372,None,56.50743933400372,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/fof_g.wav,2,5,21,4,,,,,,,,,,,,,,,,,,,,,57.290302750014234,None,57.290302750014234,None,57.290302750014234,None,57.290302750014234,None,57.290302750014234,None,57.290302750014234,None,57.290302750014234,None,57.05726475000847,None,1,1.428168500016909,57.05726475000847,None,57.34065202120983,None,57.05726475000847,57.257395791995805,4.311111111111111,0.3985617499856744,58.50732395899831,None,58.50732395899831,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/peuf_g.wav,2,6,22,2,,,,,,,,,,,,,,,,,,,,,59.157449749996886,None,59.157449749996886,None,59.157449749996886,None,59.157449749996886,None,59.157449749996886,None,59.157449749996886,None,59.157449749996886,None,58.92430420900928,None,3,0.756199249997735,58.92430420900928,None,59.207643104202,None,58.92430420900928,59.12404537500697,4.311111111111111,0.41439020799589343,59.707758167001884,None,59.707758167001884,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/feuf_g.wav,2,7,23,6,,,,,,,,,,,,,,,,,,,,,60.37405470901285,None,60.37405470901285,None,60.37405470901285,None,60.37405470901285,None,60.37405470901285,None,60.37405470901285,None,60.37405470901285,None,60.14060579199577,None,5,1.0957824579963926,60.14060579199577,None,60.42417627119867,None,60.14060579199577,60.34110633400269,4.288888888888889,0.6803889159928076,61.25789029200678,None,61.25789029200678,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/p_schwa_g.wav,3,0,24,3,,,,,,,,,,,,,,,,,,,,,62.19131495899637,None,62.19131495899637,None,62.19131495899637,None,62.19131495899637,None,62.19131495899637,None,62.19131495899637,None,62.19131495899637,None,61.95736870900146,None,4,1.1249149999930523,61.95736870900146,None,62.24069347920304,None,61.95736870900146,62.15844795899466,4.288888888888889,0.24883229201077484,63.10693304199958,None,63.10693304199958,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/fof_g.wav,3,1,25,4,,,,,,,,,,,,,,,,,,,,,63.60775450000074,None,63.60775450000074,None,63.60775450000074,None,63.60775450000074,None,63.60775450000074,None,63.60775450000074,None,63.60775450000074,None,63.37436937500024,None,3,0.6809964159911033,63.37436937500024,None,63.65731514621584,None,63.37436937500024,63.57460216700565,4.288888888888889,0.3476141660066787,64.07471837499179,None,64.07471837499179,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/fief_g.wav,3,2,26,5,,,,,,,,,,,,,,,,,,,,,64.67444199998863,None,64.67444199998863,None,64.67444199998863,None,64.67444199998863,None,64.67444199998863,None,64.67444199998863,None,64.67444199998863,None,64.44075645899284,None,2,0.5106779579946306,64.44075645899284,None,64.72415189620514,None,64.44075645899284,64.64165924998815,4.288888888888889,0.28091454098466784,64.97439858398866,None,64.97439858398866,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/peuf_g.wav,3,3,27,2,,,,,,,,,,,,,,,,,,,,,65.50757008400979,None,65.50757008400979,None,65.50757008400979,None,65.50757008400979,None,65.50757008400979,None,65.50757008400979,None,65.50757008400979,None,65.27424483399955,None,4,0.7930909160058945,65.27424483399955,None,65.55749885421537,None,65.27424483399955,65.47463829201297,4.288888888888889,0.29724416698445566,66.09121037501609,None,66.09121037501609,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/f_schwa_g.wav,3,4,28,7,,,,,,,,,,,,,,,,,,,,,66.64097733399831,None,66.64097733399831,None,66.64097733399831,None,66.64097733399831,None,66.64097733399831,None,66.64097733399831,None,66.64097733399831,None,66.4076226670004,None,1,0.8015271239855792,66.4076226670004,None,66.69049277119629,None,66.4076226670004,66.60765620900202,4.288888888888889,0.28132183401612565,67.2408902090101,None,67.2408902090101,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/pief_g.wav,3,5,29,1,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,67.54088754201075,None,1,0.059322874003555626,67.54088754201075,None,None,None,67.54088754201075,None,4.288888888888889,0.8810910419852007,67.62480341701303,None,67.62480341701303,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/feuf_g.wav,3,6,30,6,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,68.52455574998748,None,1,0.046636249986477196,68.52455574998748,None,None,None,68.52455574998748,None,4.288888888888889,1.381583790993318,68.59117733399034,None,68.59117733399034,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/pof_g.wav,3,7,31,0,,,,,,,,,,,,,,,,,,,,,70.22452720900765,None,70.22452720900765,None,70.22452720900765,None,70.22452720900765,None,70.22452720900765,None,70.22452720900765,None,70.22452720900765,None,69.99091208400205,None,1,0.7414261249941774,69.99091208400205,None,70.27446693820238,None,69.99091208400205,70.19226458400954,4.288888888888889,0.5313904999929946,70.75766358399414,None,70.75766358399414,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/p_schwa_g.wav,4,0,32,3,,,,,,,,,,,,,,,,,,,,,71.54123320899089,None,71.54123320899089,None,71.54123320899089,None,71.54123320899089,None,71.54123320899089,None,71.54123320899089,None,71.54123320899089,None,71.3076817500114,None,2,0.8547813329787459,71.3076817500114,None,71.59094381321628,None,71.3076817500114,71.50895112499711,4.288888888888889,0.4316807920113206,72.19103437499143,None,72.19103437499143,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/peuf_g.wav,4,1,33,2,,,,,,,,,,,,,,,,,,,,,72.87518458400154,None,72.87518458400154,None,72.87518458400154,None,72.87518458400154,None,72.87518458400154,None,72.87518458400154,None,72.87518458400154,None,72.64113320899196,None,3,0.6242065000114962,72.64113320899196,None,72.92449518820794,None,72.64113320899196,72.84113449999131,4.288888888888889,0.2644199169881176,73.29123920900747,None,73.29123920900747,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/fief_g.wav,4,2,34,5,,,,,,,,,,,,,,,,,,,,,73.80782479199115,None,73.80782479199115,None,73.80782479199115,None,73.80782479199115,None,73.80782479199115,None,73.80782479199115,None,73.80782479199115,None,73.57441195900901,None,4,0.761853166972287,73.57441195900901,None,73.85793852120113,None,73.57441195900901,73.77552691701567,4.288888888888889,0.34718754200730473,74.35829191701487,None,74.35829191701487,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/pof_g.wav,4,3,35,0,,,,,,,,,,,,,,,,,,,,,74.95822670901543,None,74.95822670901543,None,74.95822670901543,None,74.95822670901543,None,74.95822670901543,None,74.95822670901543,None,74.95822670901543,None,74.72457920899615,None,5,0.8168876660056412,74.72457920899615,None,75.00780122920114,None,74.72457920899615,74.92563029201119,4.288888888888889,0.26411262500914745,75.574453542009,None,75.574453542009,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/fof_g.wav,4,4,36,4,,,,,,,,,,,,,,,,,,,,,76.09114712500013,None,76.09114712500013,None,76.09114712500013,None,76.09114712500013,None,76.09114712500013,None,76.09114712500013,None,76.09114712500013,None,75.8577290000103,None,1,0.9537112910184078,75.8577290000103,None,76.14118289619509,None,75.8577290000103,76.05869687499944,4.288888888888889,0.2819020840106532,76.84112866700161,None,76.84112866700161,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/f_schwa_g.wav,4,5,37,7,,,,,,,,,,,,,,,,,,,,,77.37472074999823,None,77.37472074999823,None,77.37472074999823,None,77.37472074999823,None,77.37472074999823,None,77.37472074999823,None,77.37472074999823,None,77.14132137500565,None,2,0.6000405410013627,77.14132137500565,None,77.42476735419186,None,77.14132137500565,77.34113262500614,4.288888888888889,0.2639164160063956,77.77466062500025,None,77.77466062500025,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/pief_g.wav,4,6,38,1,,,,,,,,,,,,,,,,,,,,,78.29186183400452,None,78.29186183400452,None,78.29186183400452,None,78.29186183400452,None,78.29186183400452,None,78.29186183400452,None,78.29186183400452,None,78.05775362500572,None,3,0.6075419989938382,78.05775362500572,None,78.34114652119169,None,78.05775362500572,78.25830058401334,4.288888888888889,0.314146000018809,78.69135145901237,None,78.69135145901237,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/feuf_g.wav,4,7,39,6,,,,,,,,,,,,,,,,,,,,,79.25797095900634,None,79.25797095900634,None,79.25797095900634,None,79.25797095900634,None,79.25797095900634,None,79.25797095900634,None,79.25797095900634,None,79.0243163749983,None,6,0.9309222500014585,79.0243163749983,None,79.30768093819788,None,79.0243163749983,79.22542274999432,4.2844444444444445,0.28143966701463796,79.97443125001155,None,79.97443125001155,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/p_schwa_f.wav,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.50785024999641,None,80.50785024999641,None,80.50785024999641,None,80.50785024999641,None,80.50785024999641,None,80.50785024999641,None,80.50785024999641,None,80.27384512498975,None,3,0.7575197079859208,80.27384512498975,None,80.55728039620735,None,80.27384512498975,80.47463429201161,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
stim/pof_f.wav,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.29176891699899,None,81.29176891699899,None,81.29176891699899,None,81.29176891699899,None,81.29176891699899,None,81.29176891699899,None,81.29176891699899,None,81.0579745839932,None,2,1.2363895410089754,81.0579745839932,None,81.34079185420123,None,81.0579745839932,81.25851520898868,,001,2022_Mar_13_1106,task,2021.2.3,60.42816375037278,
